"OreDict Key","Registry name","Meta/dmg","Display name","NBT"
"blockGlassLime","chisel:glassdyedlime",1,"Lime Stained Glass",""
"blockGlassLime","chisel:glassdyedlime",2,"Lime Stained Glass",""
"blockGlassLime","chisel:glassdyedlime",3,"Lime Stained Glass",""
"blockGlassLime","chisel:glassdyedlime",4,"Lime Stained Glass",""
"blockGlassLime","chisel:glassdyedlime",5,"Lime Stained Glass",""
"blockGlassLime","enderio:block_fused_glass",5,"Quite Clear Glass",""
"blockGlassLime","minecraft:stained_glass",5,"Lime Stained Glass",""
"blockGlassLime","tconstruct:clear_stained_glass",5,"Clear Light Green Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",0,"Magenta Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",1,"Magenta Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",2,"Magenta Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",3,"Magenta Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",4,"Magenta Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",5,"Magenta Stained Glass",""
"blockGlassMagenta","enderio:block_fused_glass",2,"Quite Clear Glass",""
"blockGlassMagenta","minecraft:stained_glass",2,"Magenta Stained Glass",""
"blockGlassMagenta","tconstruct:clear_stained_glass",2,"Clear Magenta Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",0,"Orange Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",1,"Orange Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",2,"Orange Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",3,"Orange Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",4,"Orange Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",5,"Orange Stained Glass",""
"blockGlassOrange","enderio:block_fused_glass",1,"Quite Clear Glass",""
"blockGlassOrange","minecraft:stained_glass",1,"Orange Stained Glass",""
"blockGlassOrange","tconstruct:clear_stained_glass",1,"Clear Orange Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",0,"Pink Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",1,"Pink Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",2,"Pink Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",3,"Pink Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",4,"Pink Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",5,"Pink Stained Glass",""
"blockGlassPink","enderio:block_fused_glass",6,"Quite Clear Glass",""
"blockGlassPink","minecraft:stained_glass",6,"Pink Stained Glass",""
"blockGlassPink","tconstruct:clear_stained_glass",6,"Clear Pink Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",0,"Purple Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",1,"Purple Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",2,"Purple Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",3,"Purple Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",4,"Purple Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",5,"Purple Stained Glass",""
"blockGlassPurple","enderio:block_fused_glass",10,"Quite Clear Glass",""
"blockGlassPurple","minecraft:stained_glass",10,"Purple Stained Glass",""
"blockGlassPurple","tconstruct:clear_stained_glass",10,"Clear Purple Stained Glass",""
"blockGlassRed","chisel:glassdyedred",0,"Red Stained Glass",""
"blockGlassRed","chisel:glassdyedred",1,"Red Stained Glass",""
"blockGlassRed","chisel:glassdyedred",2,"Red Stained Glass",""
"blockGlassRed","chisel:glassdyedred",3,"Red Stained Glass",""
"blockGlassRed","chisel:glassdyedred",4,"Red Stained Glass",""
"blockGlassRed","chisel:glassdyedred",5,"Red Stained Glass",""
"blockGlassRed","enderio:block_fused_glass",14,"Quite Clear Glass",""
"blockGlassRed","extrautils2:decorativeglass",5,"Redstone Glass",""
"blockGlassRed","minecraft:stained_glass",14,"Red Stained Glass",""
"blockGlassRed","tconstruct:clear_stained_glass",14,"Clear Red Stained Glass",""
"blockGlassWhite","chisel:glassdyedwhite",0,"White Stained Glass",""
"blockGlassWhite","chisel:glassdyedwhite",1,"White Stained Glass",""
"blockGlassWhite","chisel:glassdyedwhite",2,"White Stained Glass",""
"blockGlassWhite","chisel:glassdyedwhite",3,"White Stained Glass",""
"blockGlassWhite","chisel:glassdyedwhite",4,"White Stained Glass",""
"blockGlassWhite","chisel:glassdyedwhite",5,"White Stained Glass",""
"blockGlassWhite","enderio:block_fused_glass",0,"Quite Clear Glass",""
"blockGlassWhite","minecraft:stained_glass",0,"White Stained Glass",""
"blockGlassWhite","tconstruct:clear_stained_glass",0,"Clear White Stained Glass",""
"blockGlassYellow","chisel:glassdyedyellow",0,"Yellow Stained Glass",""
"blockGlassYellow","chisel:glassdyedyellow",1,"Yellow Stained Glass",""
"blockGlassYellow","chisel:glassdyedyellow",2,"Yellow Stained Glass",""
"blockGlassYellow","chisel:glassdyedyellow",3,"Yellow Stained Glass",""
"blockGlassYellow","chisel:glassdyedyellow",4,"Yellow Stained Glass",""
"blockGlassYellow","chisel:glassdyedyellow",5,"Yellow Stained Glass",""
"blockGlassYellow","enderio:block_fused_glass",4,"Quite Clear Glass",""
"blockGlassYellow","extrautils2:decorativeglass",4,"Glowing Glass",""
"blockGlassYellow","minecraft:stained_glass",4,"Yellow Stained Glass",""
"blockGlassYellow","tconstruct:clear_stained_glass",4,"Clear Yellow Stained Glass",""
"blockGlowstone","minecraft:glowstone",0,"Glowstone",""
"blockGold","chisel:blockgold",0,"Block of Gold",""
"blockGold","chisel:blockgold",1,"Block of Gold",""
"blockGold","chisel:blockgold",2,"Block of Gold",""
"blockGold","chisel:blockgold",3,"Block of Gold",""
"blockGold","chisel:blockgold",4,"Block of Gold",""
"blockGold","chisel:blockgold",5,"Block of Gold",""
"blockGold","chisel:blockgold",6,"Block of Gold",""
"blockGold","chisel:gold",0,"Block of Gold",""
"blockGold","chisel:gold",1,"Block of Gold",""
"blockGold","chisel:gold",2,"Block of Gold",""
"blockGold","chisel:gold",3,"Block of Gold",""
"blockGold","chisel:gold",4,"Block of Gold",""
"blockGold","chisel:gold",5,"Block of Gold",""
"blockGold","chisel:gold",6,"Block of Gold",""
"blockGold","chisel:gold",7,"Block of Gold",""
"blockGold","chisel:gold",8,"Block of Gold",""
"blockGold","chisel:gold",9,"Block of Gold",""
"blockGold","chisel:gold",10,"Block of Gold",""
"blockGold","chisel:gold",11,"Block of Gold",""
"blockGold","chisel:gold",12,"Block of Gold",""
"blockGold","chisel:gold",13,"Block of Gold",""
"blockGold","minecraft:gold_block",0,"Block of Gold",""
"blockGraphite","bigreactors:blockgraphite",0,"Graphite Block",""
"blockGraphite","nuclearcraft:ingot_block",8,"Graphite Block",""
"blockHeavy","mechanics:heavy_block",0,"Heavy Block",""
"blockHopper","minecraft:hopper",0,"Hopper",""
"blockIce","chisel:ice",0,"Ice",""
"blockIce","chisel:ice",1,"Ice",""
"blockIce","chisel:ice",2,"Ice",""
"blockIce","chisel:ice",3,"Ice",""
"blockIce","chisel:ice",4,"Ice",""
"blockIce","chisel:ice",5,"Ice",""
"blockIce","chisel:ice",6,"Ice",""
"blockIce","chisel:ice",7,"Ice",""
"blockIce","chisel:ice",8,"Ice",""
"blockIce","chisel:ice",9,"Ice",""
"blockIce","chisel:ice",10,"Ice",""
"blockIce","chisel:ice",11,"Ice",""
"blockIce","chisel:ice",12,"Ice",""
"blockIce","chisel:ice",13,"Ice",""
"blockIce","chisel:ice",14,"Ice",""
"blockIce","chisel:ice",15,"Ice",""
"blockIce","chisel:ice1",0,"Ice",""
"blockIce","chisel:ice1",1,"Ice",""
"blockIce","chisel:ice1",2,"Ice",""
"blockIce","chisel:ice1",3,"Ice",""
"blockIce","chisel:ice1",4,"Ice",""
"blockIce","chisel:ice1",5,"Ice",""
"blockIce","chisel:ice1",6,"Ice",""
"blockIce","chisel:ice1",7,"Ice",""
"blockIce","chisel:ice1",8,"Ice",""
"blockIce","chisel:ice1",9,"Ice",""
"blockIce","chisel:ice1",10,"Ice",""
"blockIce","chisel:ice1",11,"Ice",""
"blockIce","chisel:ice1",12,"Ice",""
"blockIce","chisel:ice1",13,"Ice",""
"blockIce","chisel:ice1",14,"Ice",""
"blockIce","chisel:ice1",15,"Ice",""
"blockIce","chisel:ice2",0,"Ice",""
"blockIce","chisel:icepillar",0,"Ice Pillar",""
"blockIce","chisel:icepillar",1,"Ice Pillar",""
"blockIce","chisel:icepillar",2,"Ice Pillar",""
"blockIce","chisel:icepillar",3,"Ice Pillar",""
"blockIce","chisel:icepillar",4,"Ice Pillar",""
"blockIce","chisel:icepillar",5,"Ice Pillar",""
"blockIce","chisel:icepillar",6,"Ice Pillar",""
"blockIce","minecraft:ice",0,"Ice",""
"blockIceDragonsteel","iceandfire:dragonsteel_ice_block",0,"Block of Ice Dragonsteel",""
"blockInferium","mysticalagriculture:ingot_storage",1,"§eBlock of Inferium",""
"blockInferiumCoal","mysticalagriculture:coal_block",0,"§eBlock of Inferium Coal",""
"blockInferiumEssence","mysticalagriculture:storage",0,"§eBlock of Inferium Essence",""
"blockInfinity","avaritia:block_resource",1,"Infinity Block",""
"blockInsanium","mysticalagradditions:storage",1,"§5Block of Insanium",""
"blockInsaniumCoal","mysticalagradditions:storage",2,"§5Block of Insanium Coal",""
"blockInsaniumEssence","mysticalagradditions:storage",0,"§5Block of Insanium Essence",""
"blockIntermedium","mysticalagriculture:ingot_storage",3,"§6Block of Intermedium",""
"blockIntermediumCoal","mysticalagriculture:coal_block",2,"§6Block of Intermedium Coal",""
"blockIntermediumEssence","mysticalagriculture:storage",2,"§6Block of Intermedium Essence",""
"blockInvar","chisel:blockinvar",0,"Block of Invar",""
"blockInvar","chisel:blockinvar",1,"Block of Invar",""
"blockInvar","chisel:blockinvar",2,"Block of Invar",""
"blockInvar","chisel:blockinvar",3,"Block of Invar",""
"blockInvar","chisel:blockinvar",4,"Block of Invar",""
"blockInvar","chisel:blockinvar",5,"Block of Invar",""
"blockInvar","chisel:blockinvar",6,"Block of Invar",""
"blockInvar","thermalfoundation:storage_alloy",2,"Block of Invar",""
"blockIonite","environmentaltech:ionite",0,"Ionite",""
"blockIonite","environmentaltech:ionite_bricks",0,"Ionite Bricks",""
"blockIonite","environmentaltech:ionite_paver",0,"Ionite Paver",""
"blockIonite","environmentaltech:ionite_tiles",0,"Ionite Tiles",""
"blockIridium","libvulpes:metal0",10,"Iridium Block",""
"blockIridium","thermalfoundation:storage",7,"Block of Iridium",""
"blockIron","chisel:blockiron",0,"Block of Iron",""
"blockIron","chisel:blockiron",1,"Block of Iron",""
"blockIron","chisel:blockiron",2,"Block of Iron",""
"blockIron","chisel:blockiron",3,"Block of Iron",""
"blockIron","chisel:blockiron",4,"Block of Iron",""
"blockIron","chisel:blockiron",5,"Block of Iron",""
"blockIron","chisel:blockiron",6,"Block of Iron",""
"blockIron","chisel:iron",0,"Block of Iron",""
"blockIron","chisel:iron",1,"Block of Iron",""
"blockIron","chisel:iron",2,"Block of Iron",""
"blockIron","chisel:iron",3,"Block of Iron",""
"blockIron","chisel:iron",4,"Block of Iron",""
"blockIron","chisel:iron",5,"Block of Iron",""
"blockIron","chisel:iron",6,"Block of Iron",""
"blockIron","chisel:iron",7,"Block of Iron",""
"blockIron","chisel:iron",8,"Block of Iron",""
"blockIron","chisel:iron",9,"Block of Iron",""
"blockIron","chisel:iron",10,"Block of Iron",""
"blockIron","chisel:iron",11,"Block of Iron",""
"blockIron","chisel:iron",12,"Block of Iron",""
"blockIron","chisel:iron",13,"Block of Iron",""
"blockIron","chisel:iron",14,"Block of Iron",""
"blockIron","minecraft:iron_block",0,"Block of Iron",""
"blockKnightmetal","twilightforest:knightmetal_block",0,"Block of Knightmetal",""
"blockKnightslime","tconstruct:metal",3,"Block of Knightslime",""
"blockKyronite","environmentaltech:kyronite",0,"Kyronite",""
"blockKyronite","environmentaltech:kyronite_bricks",0,"Kyronite Bricks",""
"blockKyronite","environmentaltech:kyronite_paver",0,"Kyronite Paver",""
"blockKyronite","environmentaltech:kyronite_tiles",0,"Kyronite Tiles",""
"blockLapis","chisel:lapis",0,"Lapis Lazuli Block",""
"blockLapis","chisel:lapis",1,"Lapis Lazuli Block",""
"blockLapis","chisel:lapis",2,"Lapis Lazuli Block",""
"blockLapis","chisel:lapis",3,"Lapis Lazuli Block",""
"blockLapis","chisel:lapis",4,"Lapis Lazuli Block",""
"blockLapis","chisel:lapis",5,"Lapis Lazuli Block",""
"blockLapis","chisel:lapis",6,"Lapis Lazuli Block",""
"blockLapis","chisel:lapis",7,"Lapis Lazuli Block",""
"blockLapis","chisel:lapis",8,"Lapis Lazuli Block",""
"blockLapis","minecraft:lapis_block",0,"Lapis Lazuli Block",""
"blockLead","chisel:blocklead",0,"Block of Lead",""
"blockLead","chisel:blocklead",1,"Block of Lead",""
"blockLead","chisel:blocklead",2,"Block of Lead",""
"blockLead","chisel:blocklead",3,"Block of Lead",""
"blockLead","chisel:blocklead",4,"Block of Lead",""
"blockLead","chisel:blocklead",5,"Block of Lead",""
"blockLead","chisel:blocklead",6,"Block of Lead",""
"blockLead","ic2:resource",7,"Lead Block",""
"blockLead","immersiveengineering:storage",2,"Block of Lead",""
"blockLead","nuclearcraft:ingot_block",2,"Lead Block",""
"blockLead","thermalfoundation:storage",3,"Block of Lead",""
"blockLitherite","environmentaltech:litherite",0,"Litherite",""
"blockLitherite","environmentaltech:litherite_bricks",0,"Litherite Bricks",""
"blockLitherite","environmentaltech:litherite_paver",0,"Litherite Paver",""
"blockLitherite","environmentaltech:litherite_tiles",0,"Litherite Tiles",""
"blockLithium","nuclearcraft:ingot_block",6,"Lithium Block",""
"blockLonsdaleite","environmentaltech:lonsdaleite",0,"Lonsdaleite",""
"blockLonsdaleite","environmentaltech:lonsdaleite_bricks",0,"Lonsdaleite Bricks",""
"blockLonsdaleite","environmentaltech:lonsdaleite_paver",0,"Lonsdaleite Paver",""
"blockLonsdaleite","environmentaltech:lonsdaleite_tiles",0,"Lonsdaleite Tiles",""
"blockLudicrite","bigreactors:blockludicrite",0,"Ludicrite Block",""
"blockLuminessence","extendedcrafting:storage",1,"Block of Luminessence",""
"blockLumium","thermalfoundation:storage_alloy",6,"Block of Lumium",""
"blockMagicalWood","extrautils2:decorativesolidwood",1,"Magical Wood",""
"blockMagma","minecraft:magma",0,"Magma Block",""
"blockMagnesium","nuclearcraft:ingot_block",7,"Magnesium Block",""
"blockMalachite","biomesoplenty:gem_block",5,"Block of Malachite",""
"blockManganese","nuclearcraft:ingot_block",11,"Manganese Block",""
"blockManyullyn","tconstruct:metal",2,"Block of Manyullyn",""
"blockMarble","astralsorcery:blockmarble",0,"Marble",""
"blockMarble","astralsorcery:blockmarble",1,"Marble Bricks",""
"blockMarble","astralsorcery:blockmarble",2,"Marble Pillar",""
"blockMarble","astralsorcery:blockmarble",3,"Marble Arch",""
"blockMarble","astralsorcery:blockmarble",4,"Chiseled Marble",""
"blockMarble","astralsorcery:blockmarble",5,"Engraved Marble",""
"blockMarble","astralsorcery:blockmarble",6,"Runed Marble",""
"blockMarble","chisel:marble2",7,"Marble",""
"blockMeatRaw","biomesoplenty:flesh",0,"Flesh",""
"blockMelodicAlloy","enderio:block_alloy_endergy",2,"Melodic Alloy Block",""
"blockMetal","minecraft:gold_block",0,"Block of Gold",""
"blockMetal","minecraft:iron_block",0,"Block of Iron",""
"blockMirion","plustic:mirionblock",0,"Mirion Block",""
"blockMithril","thermalfoundation:storage",8,"Block of Mana Infused Metal",""
"blockMossy","chisel:cobblestonemossy",0,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",1,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",2,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",3,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",4,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",5,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",6,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",7,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",8,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",9,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",10,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",11,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",12,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",13,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",14,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy",15,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",0,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",1,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",2,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",3,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",4,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",5,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",6,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",7,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",8,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",9,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",10,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",11,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",12,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",13,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",14,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy1",15,"Mossy Cobblestone",""
"blockMossy","chisel:cobblestonemossy2",0,"Mossy Cobblestone",""
"blockMossy","iceandfire:dread_stone_bricks_mossy",0,"Mossy Dreadstone Bricks",""
"blockMossy","minecraft:mossy_cobblestone",32767,"(WILDCARD)",""
"blockMossy","minecraft:stonebrick",1,"Mossy Stone Brick",""
"blockMotor","libvulpes:advancedmotor",0,"Advanced Motor",""
"blockMotor","libvulpes:elitemotor",0,"Elite Motor",""
"blockMotor","libvulpes:enhancedmotor",0,"Enhanced Motor",""
"blockMotor","libvulpes:motor",0,"Motor",""
"blockMud","animania:block_mud",0,"Mud",""
"blockMud","biomesoplenty:mud",0,"Mud",""
"blockNeptunium237","nuclearcraft:block_depleted_neptunium",0,"Neptunium-237 Block",""
"blockNetherStar","extendedcrafting:storage",2,"Block of Nether Stars",""
"blockNetherWart","minecraft:nether_wart_block",0,"Nether Wart Block",""
"blockNickel","chisel:blocknickel",0,"Block of Nickel",""
"blockNickel","chisel:blocknickel",1,"Block of Nickel",""
"blockNickel","chisel:blocknickel",2,"Block of Nickel",""
"blockNickel","chisel:blocknickel",3,"Block of Nickel",""
"blockNickel","chisel:blocknickel",4,"Block of Nickel",""
"blockNickel","chisel:blocknickel",5,"Block of Nickel",""
"blockNickel","chisel:blocknickel",6,"Block of Nickel",""
"blockNickel","immersiveengineering:storage",4,"Block of Nickel",""
"blockNickel","thermalfoundation:storage",5,"Block of Nickel",""
"blockOsgloglas","plustic:osgloglasblock",0,"Osgloglas Block",""
"blockOsmiridium","plustic:osmiridiumblock",0,"Osmiridium Block",""
"blockOsmium","mekanism:basicblock",0,"Osmium Block",""
"blockPackedIce","minecraft:packed_ice",0,"Packed Ice",""
"blockPaper","mia:packed_paper",32767,"(WILDCARD)",""
"blockPearl","darkutils:pearl_block",32767,"(WILDCARD)",""
"blockPeridot","biomesoplenty:gem_block",2,"Block of Peridot",""
"blockPigiron","tconstruct:metal",4,"Block of Pigiron",""
"blockPladium","environmentaltech:pladium",0,"Pladium",""
"blockPladium","environmentaltech:pladium_bricks",0,"Pladium Bricks",""
"blockPladium","environmentaltech:pladium_paver",0,"Pladium Paver",""
"blockPladium","environmentaltech:pladium_tiles",0,"Pladium Tiles",""
"blockPlatinum","chisel:blockplatinum",0,"Block of Platinum",""
"blockPlatinum","chisel:blockplatinum",1,"Block of Platinum",""
"blockPlatinum","chisel:blockplatinum",2,"Block of Platinum",""
"blockPlatinum","chisel:blockplatinum",3,"Block of Platinum",""
"blockPlatinum","chisel:blockplatinum",4,"Block of Platinum",""
"blockPlatinum","chisel:blockplatinum",5,"Block of Platinum",""
"blockPlatinum","chisel:blockplatinum",6,"Block of Platinum",""
"blockPlatinum","thermalfoundation:storage",6,"Block of Platinum",""
"blockPlutonium242","nuclearcraft:block_depleted_plutonium",0,"Plutonium-242 Block",""
"blockPrimordial","tconevo:metal_block",4,"Primal Metal Block",""
"blockPrismarine","minecraft:prismarine",0,"Prismarine",""
"blockPrismarine","quark:elder_prismarine",0,"Elder Prismarine",""
"blockPrismarineBrick","minecraft:prismarine",1,"Prismarine Brick",""
"blockPrismarineBrick","quark:elder_prismarine",1,"Elder Prismarine Bricks",""
"blockPrismarineDark","minecraft:prismarine",2,"Dark Prismarine",""
"blockPrismarineDark","quark:elder_prismarine",2,"Dark Elder Prismarine",""
"blockPrismarineElder","quark:elder_prismarine",0,"Elder Prismarine",""
"blockPrismarineElderBrick","quark:elder_prismarine",1,"Elder Prismarine Bricks",""
"blockPrismarineElderDark","quark:elder_prismarine",2,"Dark Elder Prismarine",""
"blockProsperity","mysticalagriculture:storage",5,"Block of Prosperity",""
"blockPrudentium","mysticalagriculture:ingot_storage",2,"§aBlock of Prudentium",""
"blockPrudentiumCoal","mysticalagriculture:coal_block",1,"§aBlock of Prudentium Coal",""
"blockPrudentiumEssence","mysticalagriculture:storage",1,"§aBlock of Prudentium Essence",""
"blockPsiDust","psi:psi_decorative",0,"Psidust Block",""
"blockPsiGem","psi:psi_decorative",2,"Psigem Block",""
"blockPsiMetal","psi:psi_decorative",1,"Psimetal Block",""
"blockPulsatingIron","enderio:block_alloy",5,"Pulsating Iron Block",""
"blockQuartz","chisel:quartz",0,"Block of Quartz",""
"blockQuartz","chisel:quartz",1,"Block of Quartz",""
"blockQuartz","chisel:quartz",2,"Block of Quartz",""
"blockQuartz","chisel:quartz",3,"Block of Quartz",""
"blockQuartz","chisel:quartz",4,"Block of Quartz",""
"blockQuartz","chisel:quartz",5,"Block of Quartz",""
"blockQuartz","chisel:quartz",6,"Block of Quartz",""
"blockQuartz","chisel:quartz",7,"Block of Quartz",""
"blockQuartz","chisel:quartz",8,"Block of Quartz",""
"blockQuartz","chisel:quartz",9,"Block of Quartz",""
"blockQuartz","chisel:quartz",10,"Block of Quartz",""
"blockQuartz","chisel:quartz",11,"Block of Quartz",""
"blockQuartz","chisel:quartz",12,"Block of Quartz",""
"blockQuartz","chisel:quartz",13,"Block of Quartz",""
"blockQuartz","chisel:quartz",14,"Block of Quartz",""
"blockQuartz","chisel:quartz",15,"Block of Quartz",""
"blockQuartz","chisel:quartz1",0,"Block of Quartz",""
"blockQuartz","chisel:quartz1",1,"Block of Quartz",""
"blockQuartz","chisel:quartz1",2,"Block of Quartz",""
"blockQuartz","chisel:quartz1",3,"Block of Quartz",""
"blockQuartz","chisel:quartz1",4,"Block of Quartz",""
"blockQuartz","chisel:quartz1",5,"Block of Quartz",""
"blockQuartz","chisel:quartz1",6,"Block of Quartz",""
"blockQuartz","chisel:quartz1",7,"Block of Quartz",""
"blockQuartz","chisel:quartz1",8,"Block of Quartz",""
"blockQuartz","chisel:quartz1",9,"Block of Quartz",""
"blockQuartz","chisel:quartz1",10,"Block of Quartz",""
"blockQuartz","chisel:quartz1",11,"Block of Quartz",""
"blockQuartz","chisel:quartz1",12,"Block of Quartz",""
"blockQuartz","chisel:quartz1",13,"Block of Quartz",""
"blockQuartz","chisel:quartz1",14,"Block of Quartz",""
"blockQuartz","chisel:quartz1",15,"Block of Quartz",""
"blockQuartz","minecraft:quartz_block",0,"Block of Quartz",""
"blockQuartzBlack","actuallyadditions:block_misc",2,"Block of Black Quartz",""
"blockQuartzBlaze","botania:quartztypeblaze",0,"Block of Blaze Quartz",""
"blockQuartzBlaze","botania:quartztypeblaze",1,"Chiseled Blaze Quartz Block",""
"blockQuartzBlaze","botania:quartztypeblaze",2,"Pillar Blaze Quartz Block",""
"blockQuartzBlaze","botania:quartztypeblaze",3,".name",""
"blockQuartzBlaze","botania:quartztypeblaze",4,".name",""
"blockQuartzDark","botania:quartztypedark",0,"Block of Smokey Quartz",""
"blockQuartzDark","botania:quartztypedark",1,"Chiseled Smokey Quartz Block",""
"blockQuartzDark","botania:quartztypedark",2,"Pillar Smokey Quartz Block",""
"blockQuartzDark","botania:quartztypedark",3,".name",""
"blockQuartzDark","botania:quartztypedark",4,".name",""
"blockQuartzDark","thaumictinkerer:black_quartz_block",0,"Black Quartz Block",""
"blockQuartzElven","botania:quartztypeelf",0,"Block of Elven Quartz",""
"blockQuartzElven","botania:quartztypeelf",1,"Chiseled Elven Quartz Block",""
"blockQuartzElven","botania:quartztypeelf",2,"Pillar Elven Quartz Block",""
"blockQuartzElven","botania:quartztypeelf",3,".name",""
"blockQuartzElven","botania:quartztypeelf",4,".name",""
"blockQuartzLavender","botania:quartztypelavender",0,"Block of Lavender Quartz",""
"blockQuartzLavender","botania:quartztypelavender",1,"Chiseled Lavender Quartz Block",""
"blockQuartzLavender","botania:quartztypelavender",2,"Pillar Lavender Quartz Block",""
"blockQuartzLavender","botania:quartztypelavender",3,".name",""
"blockQuartzLavender","botania:quartztypelavender",4,".name",""
"blockQuartzMana","botania:quartztypemana",0,"Block of Mana Quartz",""
"blockQuartzMana","botania:quartztypemana",1,"Chiseled Mana Quartz Block",""
"blockQuartzMana","botania:quartztypemana",2,"Pillar Mana Quartz Block",""
"blockQuartzMana","botania:quartztypemana",3,".name",""
"blockQuartzMana","botania:quartztypemana",4,".name",""
"blockQuartzRed","botania:quartztypered",0,"Block of Redquartz",""
"blockQuartzRed","botania:quartztypered",1,"Chiseled Redquartz Block",""
"blockQuartzRed","botania:quartztypered",2,"Pillar Redquartz Block",""
"blockQuartzRed","botania:quartztypered",3,".name",""
"blockQuartzRed","botania:quartztypered",4,".name",""
"blockQuartzSunny","botania:quartztypesunny",0,"Block of Sunny Quartz",""
"blockQuartzSunny","botania:quartztypesunny",1,"Chiseled Sunny Quartz Block",""
"blockQuartzSunny","botania:quartztypesunny",2,"Pillar Sunny Quartz Block",""
"blockQuartzSunny","botania:quartztypesunny",3,".name",""
"blockQuartzSunny","botania:quartztypesunny",4,".name",""
"blockRedstone","chisel:redstone",0,"Block of Redstone",""
"blockRedstone","chisel:redstone",1,"Block of Redstone",""
"blockRedstone","chisel:redstone",2,"Block of Redstone",""
"blockRedstone","chisel:redstone",3,"Block of Redstone",""
"blockRedstone","chisel:redstone",4,"Block of Redstone",""
"blockRedstone","chisel:redstone",5,"Block of Redstone",""
"blockRedstone","chisel:redstone",6,"Block of Redstone",""
"blockRedstone","chisel:redstone",7,"Block of Redstone",""
"blockRedstone","chisel:redstone",8,"Block of Redstone",""
"blockRedstone","chisel:redstone",9,"Block of Redstone",""
"blockRedstone","chisel:redstone",10,"Block of Redstone",""
"blockRedstone","chisel:redstone",11,"Block of Redstone",""
"blockRedstone","chisel:redstone",12,"Block of Redstone",""
"blockRedstone","chisel:redstone",13,"Block of Redstone",""
"blockRedstone","chisel:redstone",14,"Block of Redstone",""
"blockRedstone","chisel:redstone",15,"Block of Redstone",""
"blockRedstone","chisel:redstone1",0,"Block of Redstone",""
"blockRedstone","chisel:redstone1",1,"Block of Redstone",""
"blockRedstone","chisel:redstone1",2,"Block of Redstone",""
"blockRedstone","chisel:redstone1",3,"Block of Redstone",""
