"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Hunger","Saturation","Ore Dict keys"
"Pam's HarvestCraft","harvestcraft:beanitem",12017,0,"false","Beans",1,0.6,"cropBean,listAllveggie"
"Pam's HarvestCraft","harvestcraft:beansandriceitem",12428,0,"false","Beans and Rice",5,1.2,"foodBeansandrice"
"Pam's HarvestCraft","harvestcraft:beansontoastitem",13107,0,"false","Beans on Toast",10,1.2,"foodBeansontoast"
"Pam's HarvestCraft","harvestcraft:beefjerkyitem",12650,0,"false","Beef Jerky",3,1.2,"foodBeefjerky"
"Pam's HarvestCraft","harvestcraft:beefwellingtonitem",12700,0,"false","Beef Wellington",7,1.2,"foodBeefwellington"
"Pam's HarvestCraft","harvestcraft:beetburgeritem",13153,0,"false","Beet Burger",13,1.2,"foodBeetburger"
"Pam's HarvestCraft","harvestcraft:beetitem",11965,0,"false","Beet",1,0.6,"cropBeet,listAllveggie"
"Pam's HarvestCraft","harvestcraft:beetsaladitem",12462,0,"false","Beet Salad",6,1.2,"foodBeetsalad"
"Pam's HarvestCraft","harvestcraft:beetsoupitem",12463,0,"false","Beet Soup",4,1.2,"foodBeetsoup"
"Pam's HarvestCraft","harvestcraft:bellpepperitem",12021,0,"false","Bellpepper",1,0.6,"cropBellpepper,listAllpepper,listAllveggie"
"Pam's HarvestCraft","harvestcraft:bentoboxitem",13174,0,"false","Bento Box",18,1.2,"foodBentobox"
"Pam's HarvestCraft","harvestcraft:berrymeringuenestitem",13019,0,"false","Berry Meringue Nest",8,1.2,"foodBerrymeringuenest"
"Pam's HarvestCraft","harvestcraft:berryvinaigrettesaladitem",12907,0,"false","Berry Vinaigrette Salad",6,1.2,"foodBerryvinaigrettesalad"
"Pam's HarvestCraft","harvestcraft:bibimbapitem",13013,0,"false","Bibimbap",8,1.2,"foodBibimbap"
"Pam's HarvestCraft","harvestcraft:biscuititem",12549,0,"false","Biscuit",5,1.2,"foodBiscuit"
"Pam's HarvestCraft","harvestcraft:biscuitsandgravyitem",12837,0,"false","Biscuits and Gravy",8,1.2,"foodBiscuitsandgravy"
"Pam's HarvestCraft","harvestcraft:blackberrycobbleritem",12560,0,"false","Blackberry Cobbler",5,1.2,"foodBlackberrycobbler"
"Pam's HarvestCraft","harvestcraft:blackberryitem",11933,0,"false","Blackberry",1,0.6,"cropBlackberry,listAllberry,listAllfruit"
"Pam's HarvestCraft","harvestcraft:blackberryjellyitem",12598,0,"false","Blackberry Jelly",2,1.2,"foodBlackberryjelly"
"Pam's HarvestCraft","harvestcraft:blackberryjellysandwichitem",12599,0,"false","Blackberry Jelly Sandwich",6,1.2,"foodBlackberryjellysandwich"
"Pam's HarvestCraft","harvestcraft:blackberryjuiceitem",12331,0,"false","Blackberry Juice",2,1.2,"foodBlackberryjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:blackberrysmoothieitem",12561,0,"false","Blackberry Smoothie",3,1.2,"foodBlackberrysmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:blackberryyogurtitem",12562,0,"false","Blackberry Yogurt",2,1.2,"foodBlackberryyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:blackpaellaitem",12969,0,"false","Black Paella",7,1.2,"foodBlackpaella"
"Pam's HarvestCraft","harvestcraft:blazingsoupitem",12970,0,"false","Blazing Soup",9,1.2,"foodBlazingsoup"
"Pam's HarvestCraft","harvestcraft:bltitem",12390,0,"false","BLT",8,1.2,"foodBlt"
"Pam's HarvestCraft","harvestcraft:blueberryitem",11935,0,"false","Blueberry",1,0.6,"cropBlueberry,listAllberry,listAllfruit"
"Pam's HarvestCraft","harvestcraft:blueberryjellyitem",12600,0,"false","Blueberry Jelly",2,1.2,"foodBlueberryjelly"
"Pam's HarvestCraft","harvestcraft:blueberryjellysandwichitem",12601,0,"false","Blueberry Jelly Sandwich",6,1.2,"foodBlueberryjellysandwich"
"Pam's HarvestCraft","harvestcraft:blueberryjuiceitem",12322,0,"false","Blueberry Juice",2,1.2,"foodBlueberryjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:blueberrymuffinitem",12448,0,"false","Blueberry Muffin",4,1.2,"foodBlueberrymuffin"
"Pam's HarvestCraft","harvestcraft:blueberrypancakesitem",12450,0,"false","Blueberry Pancakes",7,1.2,"foodBlueberrypancakes"
"Pam's HarvestCraft","harvestcraft:blueberrypieitem",12447,0,"false","Blueberry Pie",5,1.2,"foodBlueberrypie"
"Pam's HarvestCraft","harvestcraft:blueberrysmoothieitem",12446,0,"false","Blueberry Smoothie",3,1.2,"foodBlueberrysmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:blueberryyogurtitem",12554,0,"false","Blueberry Yogurt",2,1.2,"foodBlueberryyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:boiledeggitem",12369,0,"false","Boiled Egg",3,1.2,"foodBoiledegg"
"Pam's HarvestCraft","harvestcraft:bolognaitem",13058,0,"false","Bologna",2,1.2,"foodBologna"
"Pam's HarvestCraft","harvestcraft:bolognasandwichitem",13049,0,"false","Bologna Sandwich",9,1.2,"foodBolognasandwich"
"Pam's HarvestCraft","harvestcraft:braisedonionsitem",12395,0,"false","Braised Onions",5,1.2,"foodBraisedonions"
"Pam's HarvestCraft","harvestcraft:bratwurstitem",13149,0,"false","Bratwurst",13,1.2,"foodBratwurst"
"Pam's HarvestCraft","harvestcraft:breadedporkchopitem",12357,0,"false","Breaded Porkchop",5,1.2,"foodBreadedporkchop"
"Pam's HarvestCraft","harvestcraft:breadfruititem",12218,0,"false","Breadfruit",1,0.6,"listAllgrain"
"Pam's HarvestCraft","harvestcraft:breakfastburritoitem",13117,0,"false","Breakfast Burrito",10,1.2,"foodBreakfastburrito"
"Pam's HarvestCraft","harvestcraft:briochebunitem",12971,0,"false","Brioche Bun",3,1.2,"foodBriochebun"
"Pam's HarvestCraft","harvestcraft:broccoliitem",11997,0,"false","Broccoli",1,0.6,"cropBroccoli,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:broccolimacitem",12465,0,"false","Broccoli Mac",4,1.2,"foodBroccolimac"
"Pam's HarvestCraft","harvestcraft:broccolindipitem",12466,0,"false","Broccoli n Dip",3,1.2,"foodBroccolindip"
"Pam's HarvestCraft","harvestcraft:brownieitem",12502,0,"false","Brownie",8,1.2,"foodBrownie"
"Pam's HarvestCraft","harvestcraft:brusselsproutitem",12009,0,"false","Brussel Sprout",1,0.6,"cropBrusselsprout,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:bubbleteaitem",12930,0,"false","Bubble Tea",4,1.2,"foodBubbletea"
"Pam's HarvestCraft","harvestcraft:bulgogiitem",12918,0,"false","Bulgogi",7,1.2,"foodBulgogi"
"Pam's HarvestCraft","harvestcraft:buttercookieitem",12879,0,"false","Butter Cookie",6,1.2,"foodButtercookie,listAllcookie"
"Pam's HarvestCraft","harvestcraft:butteredpotatoitem",12346,0,"false","Buttered Potato",4,1.2,"foodButteredpotato"
"Pam's HarvestCraft","harvestcraft:buttertartitem",13127,0,"false","Butter Tart",10,1.2,"foodButtertart"
"Pam's HarvestCraft","harvestcraft:cabbageitem",12011,0,"false","Cabbage",1,0.6,"cropCabbage,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:cactusfruititem",11943,0,"false","Cactus Fruit",1,0.6,"cropCactusfruit,listAllfruit"
"Pam's HarvestCraft","harvestcraft:cactusfruitjuiceitem",12335,0,"false","Cactus Fruit Juice",2,1.2,"foodCactusfruitjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:cactussoupitem",12544,0,"false","Cactus Soup",3,1.2,"foodCactussoup"
"Pam's HarvestCraft","harvestcraft:calamaricookeditem",12287,0,"false","Cooked Calamari",2,1.2,"foodCalamaricooked,listAllfishcooked"
"Pam's HarvestCraft","harvestcraft:calamarirawitem",12286,0,"false","Raw Calamari",1,0.6,"foodCalamariraw,listAllfishfresh,listAllfishraw"
"Pam's HarvestCraft","harvestcraft:californiarollitem",12705,0,"false","California Roll",6,1.2,"foodCaliforniaroll"
"Pam's HarvestCraft","harvestcraft:candiedgingeritem",12480,0,"false","Candied Ginger",2,1.2,"foodCandiedginger"
"Pam's HarvestCraft","harvestcraft:candiedlemonitem",12444,0,"false","Candied Lemon",2,1.2,"foodCandiedlemon"
"Pam's HarvestCraft","harvestcraft:candiedpecansitem",12941,0,"false","Candied Pecans",3,1.2,"foodCandiedpecans"
"Pam's HarvestCraft","harvestcraft:candiedsweetpotatoesitem",12469,0,"false","Candied Sweet Potatoes",3,1.2,"foodCandiedsweetpotatoes"
"Pam's HarvestCraft","harvestcraft:candiedwalnutsitem",12501,0,"false","Candied Walnuts",4,1.2,"foodCandiedwalnuts"
"Pam's HarvestCraft","harvestcraft:candleberryitem",11937,0,"false","Candleberry",1,0.6,"cropCandle,cropCandleberry"
"Pam's HarvestCraft","harvestcraft:cantaloupeitem",11957,0,"false","Cantaloupe",1,0.6,"cropCantaloupe,listAllfruit"
"Pam's HarvestCraft","harvestcraft:cantonesegreensitem",12958,0,"false","Cantonese Greens",2,1.2,"foodCantonesegreens"
"Pam's HarvestCraft","harvestcraft:cantonesenoodlesitem",13121,0,"false","Cantonese Noodles",10,1.2,"foodCantonesenoodles"
"Pam's HarvestCraft","harvestcraft:caramelappleitem",12301,0,"false","Caramel Apple",3,1.2,"foodCaramelapple"
"Pam's HarvestCraft","harvestcraft:caramelcupcakeitem",13005,0,"false","Caramel Cupcake",8,1.2,"foodCaramelcupcake"
"Pam's HarvestCraft","harvestcraft:caramelicecreamitem",12639,0,"false","Caramel Ice Cream",4,1.2,"foodCaramelicecream,listAllicecream"
"Pam's HarvestCraft","harvestcraft:caramelitem",12371,0,"false","Caramel",1,1.2,"foodCaramel"
"Pam's HarvestCraft","harvestcraft:carprawitem",13209,0,"false","Raw Carp",1,0.6,"foodCarpraw,listAllfishfresh,listAllfishraw"
"Pam's HarvestCraft","harvestcraft:carrotcupcakeitem",12996,0,"false","Carrot Cupcake",8,1.2,"foodCarrotcupcake"
"Pam's HarvestCraft","harvestcraft:carrotjuiceitem",12319,0,"false","Carrot Juice",2,1.2,"foodCarrotjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:carrotsoupitem",12344,0,"false","Carrot Soup",4,1.2,"foodCarrotsoup"
"Pam's HarvestCraft","harvestcraft:cashewbutteritem",12767,0,"false","Cashew Butter",1,1.2,"foodCashewbutter,listAllnutbutter"
"Pam's HarvestCraft","harvestcraft:cashewchickenitem",12661,0,"false","Cashew Chicken",5,1.2,"foodCashewchicken"
"Pam's HarvestCraft","harvestcraft:cashewitem",12146,0,"false","Cashew",1,0.6,"cropCashew,listAllnut"
"Pam's HarvestCraft","harvestcraft:cassavaitem",12063,0,"false","Cassava",1,0.6,"cropCassava,listAllveggie"
"Pam's HarvestCraft","harvestcraft:cassouletitem",13148,0,"false","Cassoulet",13,1.2,"foodCassoulet"
"Pam's HarvestCraft","harvestcraft:catfishrawitem",13210,0,"false","Raw Catfish",1,0.6,"foodCatfishraw,listAllfishfresh,listAllfishraw"
"Pam's HarvestCraft","harvestcraft:caulifloweritem",11999,0,"false","Cauliflower",1,0.6,"cropCauliflower,listAllveggie"
"Pam's HarvestCraft","harvestcraft:ceasarsaladitem",12714,0,"false","Caesar Salad",9,1.2,"foodCeasarsalad"
"Pam's HarvestCraft","harvestcraft:celeryandpeanutbutteritem",12490,0,"false","Celery and Peanut Butter",2,1.2,"foodCeleryandpeanutbutter"
"Pam's HarvestCraft","harvestcraft:celeryitem",11983,0,"false","Celery",1,0.6,"cropCelery,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:celerysoupitem",12493,0,"false","Celery Soup",5,1.2,"foodCelerysoup"
"Pam's HarvestCraft","harvestcraft:cevicheitem",12947,0,"false","Ceviche",7,1.2,"foodCeviche"
"Pam's HarvestCraft","harvestcraft:chaiteaitem",12457,0,"false","Chai Tea",3,1.2,"foodChaitea"
"Pam's HarvestCraft","harvestcraft:chaoscookieitem",12715,0,"false","Chaos Cookie",3,1.2,"foodChaoscookie,listAllcookie"
"Pam's HarvestCraft","harvestcraft:charrrawitem",13211,0,"false","Raw Charr",1,0.6,"foodCharrraw,listAllfishfresh,listAllfishraw"
"Pam's HarvestCraft","harvestcraft:charsiuitem",12833,0,"false","Char Siu",8,1.2,"foodCharsiu"
"Pam's HarvestCraft","harvestcraft:cheddarandsourcreampotatochipsitem",12884,0,"false","Cheddar and Sour Cream Potato Chips",6,1.2,"foodCheddarandsourcreampotatochips"
"Pam's HarvestCraft","harvestcraft:cheeseburgeritem",12361,0,"false","Cheeseburger",8,1.2,"foodCheeseburger"
"Pam's HarvestCraft","harvestcraft:cheesedanishitem",13056,0,"false","Cheese Danish",6,1.2,"foodCheesedanish"
"Pam's HarvestCraft","harvestcraft:cheeseitem",12296,0,"false","Cheese",2,1.2,"foodCheese"
"Pam's HarvestCraft","harvestcraft:cheeseontoastitem",12812,0,"false","Cheese on Toast",6,1.2,"foodCheeseontoast"
"Pam's HarvestCraft","harvestcraft:cheesesteakitem",13125,0,"false","Cheesesteak",10,1.2,"foodCheesesteak"
"Pam's HarvestCraft","harvestcraft:cheesyshrimpquinoaitem",12917,0,"false","Cheesy Shrimp Quinoa",9,1.2,"foodCheesyshrimpquinoa"
"Pam's HarvestCraft","harvestcraft:cheezepuffsitem",12887,0,"false","Cheeze Puffs",4,1.2,"foodCheezepuffs"
"Pam's HarvestCraft","harvestcraft:cherrycoconutchocolatebaritem",12709,0,"false","Cherry Coconut Chocolate Bar",4,1.2,"foodCherrycoconutchocolatebar"
"Pam's HarvestCraft","harvestcraft:cherryicecreamitem",12762,0,"false","Cherry Ice Cream",4,1.2,"foodCherryicecream,listAllicecream"
"Pam's HarvestCraft","harvestcraft:cherryitem",12106,0,"false","Cherry",1,0.6,"cropCherry,listAllfruit"
"Pam's HarvestCraft","harvestcraft:cherryjellyitem",12602,0,"false","Cherry Jelly",2,1.2,"foodCherryjelly"
"Pam's HarvestCraft","harvestcraft:cherryjellysandwichitem",12603,0,"false","Cherry Jelly Sandwich",6,1.2,"foodCherryjellysandwich"
"Pam's HarvestCraft","harvestcraft:cherryjuiceitem",12323,0,"false","Cherry Juice",2,1.2,"foodCherryjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:cherrypieitem",12451,0,"false","Cherry Pie",5,1.2,"foodCherrypie"
"Pam's HarvestCraft","harvestcraft:cherryslushieitem",13006,0,"false","Cherry Slushie",3,1.2,"foodCherryslushie"
"Pam's HarvestCraft","harvestcraft:cherrysmoothieitem",12453,0,"false","Cherry Smoothie",3,1.2,"foodCherrysmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:cherrysodaitem",12631,0,"false","Cherry Soda",3,1.2,"foodCherrysoda,listAllsoda"
"Pam's HarvestCraft","harvestcraft:cherryyogurtitem",12556,0,"false","Cherry Yogurt",2,1.2,"foodCherryyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:chestnutbutteritem",12768,0,"false","Chestnut Butter",1,1.2,"foodChestnutbutter,listAllnutbutter"
"Pam's HarvestCraft","harvestcraft:chestnutitem",12188,0,"false","Chestnut",1,0.6,"cropChestnut,listAllnut"
"Pam's HarvestCraft","harvestcraft:chickenandwafflesitem",13160,0,"false","Chicken and Waffles",14,1.2,"foodChickenandwaffles"
"Pam's HarvestCraft","harvestcraft:chickenbiscuititem",13150,0,"false","Chicken Biscuit",13,1.2,"foodChickenbiscuit"
"Pam's HarvestCraft","harvestcraft:chickencelerycasseroleitem",12491,0,"false","Chicken Celery Casserole",6,1.2,"foodChickencelerycasserole"
"Pam's HarvestCraft","harvestcraft:chickenchowmeinitem",12829,0,"false","Chicken Chow Mein",8,1.2,"foodChickenchowmein"
"Pam's HarvestCraft","harvestcraft:chickencordonbleuitem",13032,0,"false","Chicken Cordon Bleu",7,1.2,"foodChickencordonbleu"
"Pam's HarvestCraft","harvestcraft:chickencurryitem",12519,0,"false","Chicken Curry",9,1.2,"foodChickencurry,foodNutrients5"
"Pam's HarvestCraft","harvestcraft:chickendinneritem",12874,0,"false","Chicken Dinner",9,1.2,"foodChickendinner"
"Pam's HarvestCraft","harvestcraft:chickengumboitem",12703,0,"false","Chicken Gumbo",9,1.2,"foodChickengumbo"
"Pam's HarvestCraft","harvestcraft:chickenkatsuitem",12925,0,"false","Chicken Katsu",6,1.2,"foodChickenkatsu"
"Pam's HarvestCraft","harvestcraft:chickennoodlesoupitem",12355,0,"false","Chicken Noodle Soup",6,1.2,"foodChickennoodlesoup"
"Pam's HarvestCraft","harvestcraft:chickenpaellaitem",12972,0,"false","Chicken Paella",8,1.2,"foodChickenpaella"
"Pam's HarvestCraft","harvestcraft:chickenparmasanitem",12386,0,"false","Chicken Parmesan",5,1.2,"foodChickenparmasan"
"Pam's HarvestCraft","harvestcraft:chickenpotpieitem",12356,0,"false","Chicken Pot Pie",7,1.2,"foodChickenpotpie"
"Pam's HarvestCraft","harvestcraft:chickensandwichitem",12354,0,"false","Chicken Sandwich",6,1.2,"foodChickensandwich"
"Pam's HarvestCraft","harvestcraft:chickpeaitem",12065,0,"false","Chickpeas",1,0.6,"cropChickpea,listAllveggie"
"Pam's HarvestCraft","harvestcraft:chikorollitem",13109,0,"false","Chiko Roll",10,1.2,"foodChikoroll"
"Pam's HarvestCraft","harvestcraft:chilichocolateitem",12438,0,"false","Chili Chocolate",2,1.2,"foodChilichocolate"
"Pam's HarvestCraft","harvestcraft:chilicupcakeitem",12998,0,"false","Chili Cupcake",8,1.2,"foodChilicupcake"
"Pam's HarvestCraft","harvestcraft:chilidogitem",13114,0,"false","Chili Dog",10,1.2,"foodChilidog"
"Pam's HarvestCraft","harvestcraft:chilidonutitem",12992,0,"false","Chili Donut",6,1.2,"foodChilidonut"
"Pam's HarvestCraft","harvestcraft:chiliitem",12429,0,"false","Chili",4,1.2,"foodChili"
"Pam's HarvestCraft","harvestcraft:chilipepperitem",12023,0,"false","Chili Pepper",1,0.6,"cropChilipepper,listAllpepper"
"Pam's HarvestCraft","harvestcraft:chilipoppersitem",12436,0,"false","Chili Poppers",6,1.2,"foodChilipoppers"
"Pam's HarvestCraft","harvestcraft:chimichangaitem",13170,0,"false","Chimichanga",17,1.2,"foodChimichanga,foodNutrients5"
"Pam's HarvestCraft","harvestcraft:chipsanddipitem",12886,0,"false","Chips and Dip",5,1.2,"foodChipsanddip"
"Pam's HarvestCraft","harvestcraft:chipsandsalsaitem",13118,0,"false","Chips and Salsa",10,1.2,"foodChipsandsalsa"
"Pam's HarvestCraft","harvestcraft:chocolatebaconitem",12716,0,"false","Chocolate Bacon",3,1.2,"foodChocolatebacon"
"Pam's HarvestCraft","harvestcraft:chocolatebaritem",12376,0,"false","Chocolate Bar",1,1.2,"foodChocolatebar"
"Pam's HarvestCraft","harvestcraft:chocolatecaramelfudgeitem",12698,0,"false","Chocolate Caramel Fudge",2,1.2,"foodChocolatecaramelfudge"
"Pam's HarvestCraft","harvestcraft:chocolatecherryitem",12452,0,"false","Chocolate Cherry",2,1.2,"foodChocolatecherry"
"Pam's HarvestCraft","harvestcraft:chocolatecoconutbaritem",13038,0,"false","Chocolate Coconut Bar",2,1.2,"foodChocolatecoconutbar"
"Pam's HarvestCraft","harvestcraft:chocolatecupcakeitem",12995,0,"false","Chocolate Cupcake",8,1.2,"foodChocolatecupcake"
"Pam's HarvestCraft","harvestcraft:chocolatedonutitem",12540,0,"false","Chocolate Donut",5,1.2,"foodChocolatedonut"
"Pam's HarvestCraft","harvestcraft:chocolateicecreamitem",12378,0,"false","Chocolate Ice Cream",4,1.2,"foodChocolateicecream,listAllicecream"
"Pam's HarvestCraft","harvestcraft:chocolatemilkitem",12563,0,"false","Chocolate Milk",2,1.2,"foodChocolatemilk"
"Pam's HarvestCraft","harvestcraft:chocolatemilkshakeitem",12753,0,"false","Chocolate Milkshake",3,1.2,"foodChocolatemilkshake"
"Pam's HarvestCraft","harvestcraft:chocolateorangeitem",12926,0,"false","Chocolate Orange",2,1.2,"foodChocolateorange"
"Pam's HarvestCraft","harvestcraft:chocolatepuddingitem",13010,0,"false","Chocolate Pudding",3,1.2,"foodChocolatepudding"
"Pam's HarvestCraft","harvestcraft:chocolaterollitem",12814,0,"false","Chocolate Roll",3,1.2,"foodChocolateroll"
"Pam's HarvestCraft","harvestcraft:chocolatestrawberryitem",12407,0,"false","Chocolate Strawberry",2,1.2,"foodChocolatestrawberry"
"Pam's HarvestCraft","harvestcraft:chocolateyogurtitem",12559,0,"false","Chocolate Yogurt",2,1.2,"foodChocolateyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:chocovoxelsitem",12846,0,"false","Choco Voxels Cereal",2,1.2,"foodChocovoxels"
"Pam's HarvestCraft","harvestcraft:chorizoitem",12736,0,"false","Chorizo",5,1.2,"foodchorizo"
"Pam's HarvestCraft","harvestcraft:chorusfruitsoupitem",12956,0,"false","Chorus Fruit Soup",4,1.2,"foodChorusfruitsoup"
"Pam's HarvestCraft","harvestcraft:cinnamonappleoatmealitem",12692,0,"false","Cinnamon Apple Oatmeal",3,1.2,"foodCinnamonappleoatmeal"
"Pam's HarvestCraft","harvestcraft:cinnamonbreaditem",13063,0,"false","Cinnamon Bread",6,1.2,"foodCinnamonbread"
"Pam's HarvestCraft","harvestcraft:cinnamonitem",12230,0,"false","Cinnamon",1,0.6,"cropCinnamon"
"Pam's HarvestCraft","harvestcraft:cinnamonrollitem",12536,0,"false","Cinnamon Roll",5,1.2,"foodCinnamonroll"
"Pam's HarvestCraft","harvestcraft:cinnamonsugardonutitem",12568,0,"false","Cinnamon Sugar Donut",7,1.2,"foodCinnamonsugardonut"
"Pam's HarvestCraft","harvestcraft:cinnamontoastitem",12847,0,"false","Cinnamon Toast",7,1.2,"foodCinnamontoast"
"Pam's HarvestCraft","harvestcraft:citrussaladitem",12677,0,"false","Citrus Salad",2,1.2,"foodCitrussalad"
"Pam's HarvestCraft","harvestcraft:clamchowderitem",13116,0,"false","Clam Chowder",10,1.2,"foodClamchowder"
"Pam's HarvestCraft","harvestcraft:clamcookeditem",12722,0,"false","Cooked Clam",2,1.2,"foodClamcooked"
"Pam's HarvestCraft","harvestcraft:clamrawitem",13212,0,"false","Raw Clam",1,0.6,"foodClamraw"
"Pam's HarvestCraft","harvestcraft:cobblestonecobbleritem",12945,0,"false","Cobblestone Cobbler",6,1.2,"foodCobblestonecobbler"
"Pam's HarvestCraft","harvestcraft:coconutcreamitem",12816,0,"false","Coconut Cream",2,1.2,"foodCoconutcream"
"Pam's HarvestCraft","harvestcraft:coconutitem",12194,0,"false","Coconut",1,0.6,"cropCoconut"
"Pam's HarvestCraft","harvestcraft:coconutmilkitem",12518,0,"false","Coconut Milk",1,1.2,"foodCoconutmilk"
"Pam's HarvestCraft","harvestcraft:coconutshrimpitem",12520,0,"false","Coconut Shrimp",7,1.2,"foodCoconutshrimp"
"Pam's HarvestCraft","harvestcraft:coconutsmoothieitem",12801,0,"false","Coconut Smoothie",3,1.2,"foodCoconutsmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:coconutyogurtitem",12521,0,"false","Coconut Yogurt",2,1.2,"foodCoconutyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:coffeebeanitem",11993,0,"false","Coffee Beans",1,0.6,"cropCoffee"
"Pam's HarvestCraft","harvestcraft:coffeeconlecheitem",12459,0,"false","Coffee con Leche",6,1.2,"foodCoffeeconleche"
"Pam's HarvestCraft","harvestcraft:coffeecupcakeitem",13003,0,"false","Coffee Cupcake",8,1.2,"foodCoffeecupcake"
"Pam's HarvestCraft","harvestcraft:coffeeitem",12304,0,"false","Cup of Coffee",2,1.2,"foodCoffee"
"Pam's HarvestCraft","harvestcraft:colasodaitem",12632,0,"false","Cola Soda",3,1.2,"foodColasoda,listAllsoda"
"Pam's HarvestCraft","harvestcraft:coleslawburgeritem",13111,0,"false","Coleslaw Burger",10,1.2,"foodColeslawburger"
"Pam's HarvestCraft","harvestcraft:coleslawitem",12737,0,"false","Coleslaw",4,1.2,"foodColeslaw"
"Pam's HarvestCraft","harvestcraft:cookedgrubitem",13189,0,"false","Cooked Grub",2,0.6,"listAllmeatcooked"
"Pam's HarvestCraft","harvestcraft:cookedtofabbititem",13091,0,"false","Cooked Tofabbit",2,1.2,"listAllmeatcooked,listAllrabbitcooked,listAlltofu"
"Pam's HarvestCraft","harvestcraft:cookedtofaconitem",13086,0,"false","Cooked Tofacon",2,1.2,"listAllmeatcooked,listAllporkcooked,listAlltofu"
"Pam's HarvestCraft","harvestcraft:cookedtofeakitem",13085,0,"false","Cooked Tofeak",2,1.2,"listAllbeefcooked,listAllmeatcooked,listAlltofu"
"Pam's HarvestCraft","harvestcraft:cookedtofeegitem",13088,0,"false","Cooked Tofeeg",2,1.2,""
"Pam's HarvestCraft","harvestcraft:cookedtofenisonitem",13093,0,"false","Cooked Tofenison",2,1.2,"listAllmeatcooked,listAlltofu,listAllvenisoncooked"
"Pam's HarvestCraft","harvestcraft:cookedtofickenitem",13090,0,"false","Cooked Toficken",2,1.2,"listAllchickencooked,listAllmeatcooked,listAlltofu"
"Pam's HarvestCraft","harvestcraft:cookedtofishitem",13087,0,"false","Cooked Tofish",2,1.2,"listAllfishcooked"
"Pam's HarvestCraft","harvestcraft:cookedtofuduckitem",13094,0,"false","Cooked Tofuduck",2,0.6,"listAllduckcooked,listAllmeatcooked,listAlltofu"
"Pam's HarvestCraft","harvestcraft:cookedtofurkeyitem",13092,0,"false","Cooked Tofurkey",2,1.2,"listAllmeatcooked,listAlltofu,listAllturkeycooked"
"Pam's HarvestCraft","harvestcraft:cookedtofuttonitem",13089,0,"false","Cooked Tofutton",2,1.2,"listAllmeatcooked,listAllmuttoncooked,listAlltofu"
"Pam's HarvestCraft","harvestcraft:cookiesandmilkitem",12872,0,"false","Cookies and Milk",2,1.2,"foodCookiesandmilk"
"Pam's HarvestCraft","harvestcraft:cornbreaditem",12398,0,"false","Cornbread",4,1.2,"foodCornbread"
"Pam's HarvestCraft","harvestcraft:cornchipsitem",13064,0,"false","Corn Chips",3,1.2,"foodCornchips"
"Pam's HarvestCraft","harvestcraft:corndogitem",12875,0,"false","Corn Dog",6,1.2,"foodCorndog"
"Pam's HarvestCraft","harvestcraft:cornedbeefbreakfastitem",13186,0,"false","Corned Beef Breakfast",26,1.2,"foodCornedbeefbreakfast"
"Pam's HarvestCraft","harvestcraft:cornedbeefhashitem",13173,0,"false","Corned Beef Hash",18,1.2,"foodCornedbeefhash"
"Pam's HarvestCraft","harvestcraft:cornedbeefitem",12848,0,"false","Corned Beef",9,1.2,"foodCornedbeef"
"Pam's HarvestCraft","harvestcraft:cornflakesitem",12755,0,"false","Cornflakes",2,1.2,"foodCornflakes"
"Pam's HarvestCraft","harvestcraft:cornishpastyitem",12769,0,"false","Cornish Pasty",8,1.2,"foodCornishpasty"
"Pam's HarvestCraft","harvestcraft:cornitem",11953,0,"false","Corn",1,0.6,"cropCorn,listAllveggie"
"Pam's HarvestCraft","harvestcraft:cornonthecobitem",12396,0,"false","Corn on the Cob",3,1.2,"foodCornonthecob"
"Pam's HarvestCraft","harvestcraft:cottagepieitem",12770,0,"false","Cottage Pie",8,1.2,"foodCottagepie"
"Pam's HarvestCraft","harvestcraft:cottoncandyitem",12849,0,"false","Cotton Candy",5,1.2,"foodCottoncandy"
"Pam's HarvestCraft","harvestcraft:cottonitem",12033,0,"false","Cotton",1,0.6,"cropCotton"
"Pam's HarvestCraft","harvestcraft:crabcookeditem",12723,0,"false","Cooked Crab",2,1.2,"foodCrabcooked"
