+----------------------------------------+---------+-------------+-----------+------------+----------+-----------+----------------------------------------------------------+
| Name                                   | Density | Temperature | Viscosity | Luminosity | Rarity   | isGaseous | Block                                                    |
| ec.internal.cleantin                   |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.copper                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.deuterium                  |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.ethene                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.fusionfuel                 |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.gold                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.hydrogen                   |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.hydrogenchloride           |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.iron                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.lead                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.liquidosmium               |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.lithium                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.osmium                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.oxygen                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.silver                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurryaluminium            |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurryardite               |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurryastralstarmetal      |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurryboron                |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleanaluminium       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleanardite          |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleanastralstarmetal |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleanboron           |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleancobalt          |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleandraconium       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleaniridium         |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleanlithium         |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleanmagnesium       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleanmithril         |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleannickel          |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleanplatinum        |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleanthorium         |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleantitanium        |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycleanuranium         |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrycobalt               |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrydraconium            |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurryiridium              |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrylithium              |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrymagnesium            |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrymithril              |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrynickel               |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurryplatinum             |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrythorium              |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurrytitanium             |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.slurryuranium              |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.sodium                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.sulfurdioxide              |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.sulfuricacid               |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.sulfurtrioxide             |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.tin                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.tritium                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| ec.internal.water                      |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| electrical_steel                       |    9000 |        1475 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_electrical_steel                     |
| electrum                               |    2000 |         500 |     10000 |         10 | EPIC     |     false | tconstruct:molten_electrum                               |
| elementium                             |    2000 |         800 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_elementium                        |
| emerald                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_emerald                               |
| emerald_nak                            |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_emerald_nak                           |
| emerald_nak_hot                        |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_emerald_nak_hot                       |
| empoweredoil                           |    1000 |         300 |      1000 |          0 | EPIC     |     false | actuallyadditions:block_empowered_oil                    |
| end_steel                              |    9000 |        1213 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_end_steel                            |
| ender                                  |    4000 |         300 |      2500 |          3 | UNCOMMON |     false | thermalfoundation:fluid_ender                            |
| ender_distillation                     |     200 |         175 |      1000 |          0 | COMMON   |     false | enderio:block_fluid_ender_distillation                   |
| ender_nak                              |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_ender_nak                             |
| ender_nak_hot                          |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_ender_nak_hot                         |
| enderium                               |    1000 |        1600 |      1000 |          0 | RARE     |     false | -                                                        |
| energetic_alloy                        |    9000 |        1128 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_energetic_alloy                      |
| energetic_metal                        |    2000 |        1400 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| energetic_silver                       |    9000 |        1128 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_energetic_silver                     |
| enrichedlava                           |    3000 |        1300 |      6000 |         15 | COMMON   |     false | advancedrocketry:enrichedlavafluid                       |
| essence                                |    3000 |         300 |      6000 |         15 | COMMON   |     false | industrialforegoing:essence                              |
| essence_metal                          |    2000 |        1000 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| ethanol                                |     789 |         300 |      1000 |          0 | COMMON   |     false | immersiveengineering:fluidethanol                        |
| ethene                                 |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_ethene                                |
| exhaust_steam                          |     -10 |         500 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_exhaust_steam                         |
| experience                             |    -200 |         300 |       200 |         12 | UNCOMMON |      true | -                                                        |
| ferroboron                             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_ferroboron                            |
| fiery_essence                          |    1000 |        1000 |      1000 |          0 | COMMON   |     false | twilightforest:fiery_essence                             |
| fierymetal                             |    1000 |        1000 |      1000 |         15 | COMMON   |     false | twilightforest:molten_fierymetal                         |
| fire_water                             |     900 |        2000 |      1000 |          0 | COMMON   |     false | enderio:block_fluid_fire_water                           |
| flibe                                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_flibe                                 |
| fluix_steel                            |    2000 |        1100 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| fluorine                               |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_fluorine                              |
| fluorite_water                         |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_fluorite_water                        |
| fluoromethane                          |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_fluoromethane                         |
| flux_goo                               |       8 |         300 |      6000 |          0 | COMMON   |     false | thaumcraft:flux_goo                                      |
| fluxed_electrum                        |    2000 |        2800 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| for.honey                              |    1420 |         295 |     75600 |          0 | COMMON   |     false | forestry:fluid.for.honey                                 |
| fuel_hea_242                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hea_242                          |
| fuel_hea_242_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hea_242_fluoride                 |
| fuel_hea_242_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hea_242_fluoride_flibe           |
| fuel_heb_248                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_heb_248                          |
| fuel_heb_248_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_heb_248_fluoride                 |
| fuel_heb_248_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_heb_248_fluoride_flibe           |
| fuel_hecf_249                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecf_249                         |
| fuel_hecf_249_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecf_249_fluoride                |
| fuel_hecf_249_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecf_249_fluoride_flibe          |
| fuel_hecf_251                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecf_251                         |
| fuel_hecf_251_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecf_251_fluoride                |
| fuel_hecf_251_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecf_251_fluoride_flibe          |
| fuel_hecm_243                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecm_243                         |
| fuel_hecm_243_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecm_243_fluoride                |
| fuel_hecm_243_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecm_243_fluoride_flibe          |
| fuel_hecm_245                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecm_245                         |
| fuel_hecm_245_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecm_245_fluoride                |
| fuel_hecm_245_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecm_245_fluoride_flibe          |
| fuel_hecm_247                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecm_247                         |
| fuel_hecm_247_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecm_247_fluoride                |
| fuel_hecm_247_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hecm_247_fluoride_flibe          |
| fuel_hen_236                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hen_236                          |
| fuel_hen_236_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hen_236_fluoride                 |
| fuel_hen_236_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hen_236_fluoride_flibe           |
| fuel_hep_239                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hep_239                          |
| fuel_hep_239_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hep_239_fluoride                 |
| fuel_hep_239_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hep_239_fluoride_flibe           |
| fuel_hep_241                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hep_241                          |
| fuel_hep_241_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hep_241_fluoride                 |
| fuel_hep_241_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_hep_241_fluoride_flibe           |
| fuel_heu_233                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_heu_233                          |
| fuel_heu_233_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_heu_233_fluoride                 |
| fuel_heu_233_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_heu_233_fluoride_flibe           |
| fuel_heu_235                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_heu_235                          |
| fuel_heu_235_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_heu_235_fluoride                 |
| fuel_heu_235_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_heu_235_fluoride_flibe           |
| fuel_lea_242                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lea_242                          |
| fuel_lea_242_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lea_242_fluoride                 |
| fuel_lea_242_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lea_242_fluoride_flibe           |
| fuel_leb_248                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_leb_248                          |
| fuel_leb_248_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_leb_248_fluoride                 |
| fuel_leb_248_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_leb_248_fluoride_flibe           |
| fuel_lecf_249                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecf_249                         |
| fuel_lecf_249_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecf_249_fluoride                |
| fuel_lecf_249_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecf_249_fluoride_flibe          |
| fuel_lecf_251                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecf_251                         |
| fuel_lecf_251_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecf_251_fluoride                |
| fuel_lecf_251_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecf_251_fluoride_flibe          |
| fuel_lecm_243                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecm_243                         |
| fuel_lecm_243_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecm_243_fluoride                |
| fuel_lecm_243_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecm_243_fluoride_flibe          |
| fuel_lecm_245                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecm_245                         |
| fuel_lecm_245_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecm_245_fluoride                |
| fuel_lecm_245_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecm_245_fluoride_flibe          |
| fuel_lecm_247                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecm_247                         |
| fuel_lecm_247_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecm_247_fluoride                |
| fuel_lecm_247_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lecm_247_fluoride_flibe          |
| fuel_len_236                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_len_236                          |
| fuel_len_236_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_len_236_fluoride                 |
| fuel_len_236_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_len_236_fluoride_flibe           |
| fuel_lep_239                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lep_239                          |
| fuel_lep_239_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lep_239_fluoride                 |
| fuel_lep_239_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lep_239_fluoride_flibe           |
| fuel_lep_241                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lep_241                          |
| fuel_lep_241_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lep_241_fluoride                 |
| fuel_lep_241_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_lep_241_fluoride_flibe           |
| fuel_leu_233                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_leu_233                          |
| fuel_leu_233_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_leu_233_fluoride                 |
| fuel_leu_233_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_leu_233_fluoride_flibe           |
| fuel_leu_235                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_leu_235                          |
| fuel_leu_235_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_leu_235_fluoride                 |
| fuel_leu_235_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_leu_235_fluoride_flibe           |
| fuel_tbu                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_tbu                              |
| fuel_tbu_fluoride                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_tbu_fluoride                     |
| fuel_tbu_fluoride_flibe                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_fuel_tbu_fluoride_flibe               |
| fuelcolumn                             |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| gasoline                               |     789 |        3900 |      1200 |          0 | COMMON   |     false | immersivepetroleum:fluid_gasoline                        |
| gelatin                                |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_gelatin                               |
| gelid_enderium                         |    2000 |        3200 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| glass                                  |    2400 |        1200 |     10000 |          0 | COMMON   |     false | forestry:fluid.glass                                     |
| glowstone                              |    -500 |         300 |       100 |         15 | UNCOMMON |      true | thermalfoundation:fluid_glowstone                        |
| glowstone_nak                          |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_glowstone_nak                         |
| glowstone_nak_hot                      |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_glowstone_nak_hot                     |
| gold                                   |    2000 |         532 |     10000 |         10 | RARE     |     false | tconstruct:molten_gold                                   |
| gold_nak                               |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_gold_nak                              |
| gold_nak_hot                           |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_gold_nak_hot                          |
| grapejuice                             |    1070 |         300 |      1100 |          0 | COMMON   |     false | rustic:grape_juice                                       |
| hard_carbon                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_hard_carbon                           |
| heavy_metal                            |  500000 |         320 |     30000 |          0 | COMMON   |     false | contenttweaker:heavy_metal_molten                        |
| heavywater                             |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| helium                                 |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_helium                                |
| helium3                                |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_helium3                               |
| high_pressure_steam                    |     -10 |        1200 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_high_pressure_steam                   |
| honey                                  |    1000 |         300 |      1500 |          0 | COMMON   |     false | biomesoplenty:honey                                      |
| hootch                                 |     900 |         300 |      1000 |          0 | COMMON   |     false | enderio:block_fluid_hootch                               |
| hot_spring_water                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | biomesoplenty:hot_spring_water                           |
| hydrated_gelatin                       |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_hydrated_gelatin                      |
| hydrofluoric_acid                      |    1000 |        4000 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_hydrofluoric_acid                     |
| hydrogen                               |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_hydrogen                              |
| ic2air                                 |       0 |         300 |       500 |          0 | COMMON   |      true | ic2:air                                                  |
| ic2biogas                              |    1000 |         300 |      3000 |          0 | COMMON   |      true | ic2:biogas                                               |
| ic2biomass                             |    1000 |         300 |      3000 |          0 | COMMON   |     false | ic2:biomass                                              |
| ic2construction_foam                   |   10000 |         300 |     50000 |          0 | COMMON   |     false | ic2:construction_foam                                    |
| ic2coolant                             |    1000 |         300 |      3000 |          0 | COMMON   |     false | ic2:coolant                                              |
| ic2creosote                            |   10000 |         300 |     50000 |          0 | COMMON   |     false | ic2:creosote                                             |
| ic2distilled_water                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | ic2:distilled_water                                      |
| ic2heavy_water                         |    1000 |         300 |      1000 |          0 | COMMON   |     false | ic2:heavy_water                                          |
| ic2hot_coolant                         |    1000 |        1200 |      3000 |          0 | COMMON   |     false | ic2:hot_coolant                                          |
| ic2hot_water                           |    1000 |         350 |      1000 |          0 | COMMON   |     false | ic2:hot_water                                            |
| ic2hydrogen                            |       0 |         300 |       500 |          0 | COMMON   |      true | ic2:hydrogen                                             |
| ic2milk                                |    1050 |         300 |      1000 |          0 | COMMON   |     false | ic2:milk                                                 |
| ic2oxygen                              |       0 |         300 |       500 |          0 | COMMON   |      true | ic2:oxygen                                               |
| ic2pahoehoe_lava                       |   50000 |        3800 |    250000 |         10 | COMMON   |     false | ic2:pahoehoe_lava                                        |
| ic2steam                               |    -800 |         420 |       300 |          0 | COMMON   |      true | ic2:steam                                                |
| ic2superheated_steam                   |   -3000 |         600 |       100 |          0 | COMMON   |      true | ic2:superheated_steam                                    |
| ic2uu_matter                           |    3000 |        9300 |      3000 |          0 | COMMON   |     false | ic2:uu_matter                                            |
| ic2weed_ex                             |    1000 |         300 |      1000 |          0 | COMMON   |     false | ic2:weed_ex                                              |
| ice                                    |     520 |         265 |      1000 |          0 | COMMON   |     false | forestry:fluid.ice                                       |
| if.ore_fluid_fermented                 |    3000 |         300 |      6000 |          0 | COMMON   |     false | -                                                        |
| if.ore_fluid_raw                       |    3000 |         300 |      6000 |          0 | COMMON   |     false | -                                                        |
| if.pink_slime                          |    3000 |         300 |      6000 |          0 | COMMON   |     false | industrialforegoing:if.pink_slime                        |
| if.protein                             |    3000 |         600 |      6000 |          0 | COMMON   |     false | industrialforegoing:if.protein                           |
| inferium                               |    2000 |        1000 |     10000 |         10 | UNCOMMON |     false | mysticalagradditions:molten_inferium                     |
| infinity                               |    2000 |        1400 |     10000 |         10 | EPIC     |     false | plustic:plustic.molten_infinity                          |
| infinity_metal                         |    2000 |        6660 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| intermedium                            |    2000 |        1000 |     10000 |         10 | UNCOMMON |     false | mysticalagradditions:molten_intermedium                  |
| invar                                  |    1000 |        1400 |      1000 |          0 | COMMON   |     false | -                                                        |
| iridium                                |    1000 |        1400 |      1000 |          0 | UNCOMMON |     false | -                                                        |
| iron                                   |    2000 |         769 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_iron                                   |
| iron_nak                               |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_iron_nak                              |
| iron_nak_hot                           |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_iron_nak_hot                          |
| ironberryjuice                         |    1100 |         300 |      1100 |          0 | COMMON   |     false | rustic:ironberry_juice                                   |
| ironwine                               |    1034 |         300 |      1400 |          0 | COMMON   |     false | -                                                        |
| juice                                  |    1000 |         295 |      1000 |          0 | COMMON   |     false | forestry:fluid.juice                                     |
| knightmetal                            |    1000 |        1000 |      1000 |         15 | COMMON   |     false | twilightforest:molten_knightmetal                        |
| knightslime                            |    2000 |         520 |     10000 |         10 | EPIC     |     false | tconstruct:molten_knightslime                            |
| koh                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_koh                                   |
| lapis                                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lapis                                 |
| lapis_nak                              |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_lapis_nak                             |
| lapis_nak_hot                          |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_lapis_nak_hot                         |
| latex                                  |    3000 |         375 |      6000 |          0 | COMMON   |     false | industrialforegoing:latex                                |
| lava                                   |    3000 |        1300 |      6000 |         15 | COMMON   |     false | minecraft:lava                                           |
| lead                                   |    2000 |         400 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_lead                                   |
| lif                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lif                                   |
| lifeessence                            |    2000 |         300 |      2000 |          0 | COMMON   |     false | bloodmagic:life_essence                                  |
| liquid_death                           |    1000 |         300 |      1500 |          0 | RARE     |     false | thaumcraft:liquid_death                                  |
| liquid_nitrogen                        |     810 |          70 |       170 |          0 | COMMON   |     false | nuclearcraft:fluid_liquid_nitrogen                       |
| liquid_sunshine                        |     200 |         300 |       400 |          0 | COMMON   |     false | enderio:block_fluid_liquid_sunshine                      |
| liquidchlorine                         |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
