+----------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+----------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                 |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                         |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                       |
| *** ALSO ***                                                                                                                                                                                                                                    |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                       |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                        |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                       |
+----------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+----------------------------------------------------------------------------+
| Mod name             | Registry name                                   | Item ID | Meta/dmg | Subtypes | Display name                        | Hunger | Saturation | Ore Dict keys                                                              |
| Pam's HarvestCraft   | harvestcraft:appleyogurtitem                    |   11541 |        0 |    false | Apple Yogurt                        |      2 |        1.2 | foodAppleyogurt,listAllyogurt                                              |
| Pam's HarvestCraft   | harvestcraft:apricotglazedporkitem              |   11631 |        0 |    false | Apricot Glazed Pork                 |      4 |        1.2 | foodApricotglazedpork                                                      |
| Pam's HarvestCraft   | harvestcraft:apricotitem                        |   11168 |        0 |    false | Apricot                             |      1 |        0.6 | cropApricot,listAllfruit                                                   |
| Pam's HarvestCraft   | harvestcraft:apricotjellyitem                   |   11632 |        0 |    false | Apricot Jelly                       |      2 |        1.2 | foodApricotjelly                                                           |
| Pam's HarvestCraft   | harvestcraft:apricotjellysandwichitem           |   11633 |        0 |    false | Apricot Jelly Sandwich              |      6 |        1.2 | foodApricotjellysandwich                                                   |
| Pam's HarvestCraft   | harvestcraft:apricotjuiceitem                   |   11306 |        0 |    false | Apricot Juice                       |      2 |        1.2 | foodApricotjuice,listAlljuice                                              |
| Pam's HarvestCraft   | harvestcraft:apricotsmoothieitem                |   11634 |        0 |    false | Apricot Smoothie                    |      3 |        1.2 | foodApricotsmoothie,listAllsmoothie                                        |
| Pam's HarvestCraft   | harvestcraft:apricotyogurtitem                  |   11630 |        0 |    false | Apricot Yogurt                      |      2 |        1.2 | foodApricotyogurt,listAllyogurt                                            |
| Pam's HarvestCraft   | harvestcraft:arrowrootitem                      |   11029 |        0 |    false | Arrowroot                           |      1 |        0.6 | cropArrowroot,listAllveggie                                                |
| Pam's HarvestCraft   | harvestcraft:artichokeitem                      |   10975 |        0 |    false | Artichoke                           |      1 |        0.6 | cropArtichoke,listAllgreenveggie,listAllveggie                             |
| Pam's HarvestCraft   | harvestcraft:asparagusitem                      |   10913 |        0 |    false | Asparagus                           |      1 |        0.6 | cropAsparagus,listAllgreenveggie,listAllveggie                             |
| Pam's HarvestCraft   | harvestcraft:asparagusquicheitem                |   11466 |        0 |    false | Asparagus Quiche                    |      6 |        1.2 | foodAsparagusquiche                                                        |
| Pam's HarvestCraft   | harvestcraft:asparagussoupitem                  |   11467 |        0 |    false | Asparagus Soup                      |      6 |        1.2 | foodAsparagussoup                                                          |
| Pam's HarvestCraft   | harvestcraft:avocadoburritoitem                 |   11477 |        0 |    false | Avocado Burrito                     |      8 |        1.2 | foodAvocadoburrito                                                         |
| Pam's HarvestCraft   | harvestcraft:avocadoitem                        |   11129 |        0 |    false | Avocado                             |      1 |        0.6 | cropAvocado                                                                |
| Pam's HarvestCraft   | harvestcraft:babaganoushitem                    |   11874 |        0 |    false | Baba Ganoush                        |      5 |        1.2 | foodBabaganoush                                                            |
| Pam's HarvestCraft   | harvestcraft:baconandeggsitem                   |   11804 |        0 |    false | Bacon and Eggs                      |      4 |        1.2 | foodBaconandeggs                                                           |
| Pam's HarvestCraft   | harvestcraft:baconcheeseburgeritem              |   12073 |        0 |    false | Bacon Cheeseburger                  |     10 |        1.2 | foodBaconcheeseburger                                                      |
| Pam's HarvestCraft   | harvestcraft:baconmushroomburgeritem            |   12104 |        0 |    false | Bacon Mushroom Burger               |     11 |        1.2 | foodBaconmushroomburger                                                    |
| Pam's HarvestCraft   | harvestcraft:baconpancakesitem                  |   11936 |        0 |    false | Bacon Pancakes                      |      6 |        1.2 | foodBaconpancakes                                                          |
| Pam's HarvestCraft   | harvestcraft:baconwrappedchiliitem              |   11998 |        0 |    false | Bacon Wrapped Chili                 |      3 |        1.2 | foodBaconwrappedchili                                                      |
| Pam's HarvestCraft   | harvestcraft:baconwrappeddatesitem              |   11653 |        0 |    false | Bacon Wrapped Dates                 |      3 |        1.2 | foodBaconwrappeddates                                                      |
| Pam's HarvestCraft   | harvestcraft:bakedalaskaitem                    |   11986 |        0 |    false | Baked Alaska                        |      7 |        1.2 | foodBakedalaska                                                            |
| Pam's HarvestCraft   | harvestcraft:bakedbeansitem                     |   11395 |        0 |    false | Baked Beans                         |      4 |        1.2 | foodBakedbeans                                                             |
| Pam's HarvestCraft   | harvestcraft:bakedbeetsitem                     |   11432 |        0 |    false | Baked Beets                         |      4 |        1.2 | foodBakedbeets                                                             |
| Pam's HarvestCraft   | harvestcraft:bakedcactusitem                    |   11916 |        0 |    false | Baked Cactus                        |      1 |        1.2 | foodBakedcactus                                                            |
| Pam's HarvestCraft   | harvestcraft:bakedhamitem                       |   11327 |        0 |    false | Baked Ham                           |      4 |        1.2 | foodBakedham                                                               |
| Pam's HarvestCraft   | harvestcraft:bakedsweetpotatoitem               |   11261 |        0 |    false | Baked Sweet Potato                  |      2 |        1.2 |                                                                            |
| Pam's HarvestCraft   | harvestcraft:bakedturnipsitem                   |   11445 |        0 |    false | Baked Turnips                       |      5 |        1.2 | foodBakedturnips                                                           |
| Pam's HarvestCraft   | harvestcraft:baklavaitem                        |   11552 |        0 |    false | Baklava                             |      8 |        1.2 | foodBaklava                                                                |
| Pam's HarvestCraft   | harvestcraft:bambooshootitem                    |   10923 |        0 |    false | Bamboo Shoot                        |      1 |        0.6 | cropBambooshoot,listAllveggie                                              |
| Pam's HarvestCraft   | harvestcraft:bamboosteamedriceitem              |   11626 |        0 |    false | Bamboo Steamed Rice                 |      2 |        1.2 | foodBamboosteamedrice                                                      |
| Pam's HarvestCraft   | harvestcraft:bananaitem                         |   11123 |        0 |    false | Banana                              |      1 |        0.6 | cropBanana,listAllfruit                                                    |
| Pam's HarvestCraft   | harvestcraft:bananamilkshakeitem                |   11722 |        0 |    false | Banana Milkshake                    |      3 |        1.2 | foodBananamilkshake                                                        |
| Pam's HarvestCraft   | harvestcraft:banananutbreaditem                 |   11483 |        0 |    false | Banana Nut Bread                    |      5 |        1.2 | foodBanananutbread                                                         |
| Pam's HarvestCraft   | harvestcraft:bananasmoothieitem                 |   11484 |        0 |    false | Banana Smoothie                     |      3 |        1.2 | foodBananasmoothie,listAllsmoothie                                         |
| Pam's HarvestCraft   | harvestcraft:bananasplititem                    |   11482 |        0 |    false | Banana Split                        |      7 |        1.2 | foodBananasplit                                                            |
| Pam's HarvestCraft   | harvestcraft:bananayogurtitem                   |   11485 |        0 |    false | Banana Yogurt                       |      2 |        1.2 | foodBananayogurt,listAllyogurt                                             |
| Pam's HarvestCraft   | harvestcraft:bangersandmashitem                 |   11701 |        0 |    false | Bangers and Mash                    |      9 |        1.2 | foodBangersandmash                                                         |
| Pam's HarvestCraft   | harvestcraft:barleyitem                         |   10915 |        0 |    false | Barley                              |      1 |        0.6 | cropBarley,listAllgrain                                                    |
| Pam's HarvestCraft   | harvestcraft:bassrawitem                        |   12176 |        0 |    false | Raw Bass                            |      1 |        0.6 | foodBassraw,listAllfishfresh,listAllfishraw                                |
| Pam's HarvestCraft   | harvestcraft:battenbergitem                     |   12096 |        0 |    false | Battenberg                          |     11 |        1.2 | foodBattenberg                                                             |
| Pam's HarvestCraft   | harvestcraft:batteredsausageitem                |   11702 |        0 |    false | Battered Sausage                    |      7 |        1.2 | foodBatteredsausage                                                        |
| Pam's HarvestCraft   | harvestcraft:bbqchickenbiscuititem              |   12130 |        0 |    false | BBQ Chicken Biscuit                 |     14 |        1.2 | foodBbqchickenbiscuit                                                      |
| Pam's HarvestCraft   | harvestcraft:bbqchickenpizzaitem                |   11979 |        0 |    false | BBQ Chicken Pizza                   |      9 |        1.2 | foodBbqchickenpizza                                                        |
| Pam's HarvestCraft   | harvestcraft:bbqjackfruititem                   |   11994 |        0 |    false | BBQ Jackfruit                       |      2 |        1.2 | foodBbqjackfruit,listAllporkcooked,listAllporkraw                          |
| Pam's HarvestCraft   | harvestcraft:bbqplatteritem                     |   12127 |        0 |    false | BBQ Platter                         |     14 |        1.2 | foodBbqplatter                                                             |
| Pam's HarvestCraft   | harvestcraft:bbqpotatochipsitem                 |   11850 |        0 |    false | BBQ Potato Chips                    |      7 |        1.2 | foodBbqpotatochips                                                         |
| Pam's HarvestCraft   | harvestcraft:bbqpulledporkitem                  |   11727 |        0 |    false | BBQ Pulled Pork                     |      8 |        1.2 | foodBbqpulledpork                                                          |
| Pam's HarvestCraft   | harvestcraft:bbqsauceitem                       |   11961 |        0 |    false | BBQ Sauce                           |      1 |        1.2 | foodBbqsauce                                                               |
| Pam's HarvestCraft   | harvestcraft:beanburritoitem                    |   11398 |        0 |    false | Bean Burrito                        |      7 |        1.2 | foodBeanburrito                                                            |
| Pam's HarvestCraft   | harvestcraft:beanitem                           |   10985 |        0 |    false | Beans                               |      1 |        0.6 | cropBean,listAllveggie                                                     |
| Pam's HarvestCraft   | harvestcraft:beansandriceitem                   |   11396 |        0 |    false | Beans and Rice                      |      5 |        1.2 | foodBeansandrice                                                           |
| Pam's HarvestCraft   | harvestcraft:beansontoastitem                   |   12075 |        0 |    false | Beans on Toast                      |     10 |        1.2 | foodBeansontoast                                                           |
| Pam's HarvestCraft   | harvestcraft:beefjerkyitem                      |   11618 |        0 |    false | Beef Jerky                          |      3 |        1.2 | foodBeefjerky                                                              |
| Pam's HarvestCraft   | harvestcraft:beefwellingtonitem                 |   11668 |        0 |    false | Beef Wellington                     |      7 |        1.2 | foodBeefwellington                                                         |
| Pam's HarvestCraft   | harvestcraft:beetburgeritem                     |   12121 |        0 |    false | Beet Burger                         |     13 |        1.2 | foodBeetburger                                                             |
| Pam's HarvestCraft   | harvestcraft:beetitem                           |   10933 |        0 |    false | Beet                                |      1 |        0.6 | cropBeet,listAllveggie                                                     |
| Pam's HarvestCraft   | harvestcraft:beetsaladitem                      |   11430 |        0 |    false | Beet Salad                          |      6 |        1.2 | foodBeetsalad                                                              |
| Pam's HarvestCraft   | harvestcraft:beetsoupitem                       |   11431 |        0 |    false | Beet Soup                           |      4 |        1.2 | foodBeetsoup                                                               |
| Pam's HarvestCraft   | harvestcraft:bellpepperitem                     |   10989 |        0 |    false | Bellpepper                          |      1 |        0.6 | cropBellpepper,listAllpepper,listAllveggie                                 |
| Pam's HarvestCraft   | harvestcraft:bentoboxitem                       |   12142 |        0 |    false | Bento Box                           |     18 |        1.2 | foodBentobox                                                               |
| Pam's HarvestCraft   | harvestcraft:berrymeringuenestitem              |   11987 |        0 |    false | Berry Meringue Nest                 |      8 |        1.2 | foodBerrymeringuenest                                                      |
| Pam's HarvestCraft   | harvestcraft:berryvinaigrettesaladitem          |   11875 |        0 |    false | Berry Vinaigrette Salad             |      6 |        1.2 | foodBerryvinaigrettesalad                                                  |
| Pam's HarvestCraft   | harvestcraft:bibimbapitem                       |   11981 |        0 |    false | Bibimbap                            |      8 |        1.2 | foodBibimbap                                                               |
| Pam's HarvestCraft   | harvestcraft:biscuititem                        |   11517 |        0 |    false | Biscuit                             |      5 |        1.2 | foodBiscuit                                                                |
| Pam's HarvestCraft   | harvestcraft:biscuitsandgravyitem               |   11805 |        0 |    false | Biscuits and Gravy                  |      8 |        1.2 | foodBiscuitsandgravy                                                       |
| Pam's HarvestCraft   | harvestcraft:blackberrycobbleritem              |   11528 |        0 |    false | Blackberry Cobbler                  |      5 |        1.2 | foodBlackberrycobbler                                                      |
| Pam's HarvestCraft   | harvestcraft:blackberryitem                     |   10901 |        0 |    false | Blackberry                          |      1 |        0.6 | cropBlackberry,listAllberry,listAllfruit                                   |
| Pam's HarvestCraft   | harvestcraft:blackberryjellyitem                |   11566 |        0 |    false | Blackberry Jelly                    |      2 |        1.2 | foodBlackberryjelly                                                        |
| Pam's HarvestCraft   | harvestcraft:blackberryjellysandwichitem        |   11567 |        0 |    false | Blackberry Jelly Sandwich           |      6 |        1.2 | foodBlackberryjellysandwich                                                |
| Pam's HarvestCraft   | harvestcraft:blackberryjuiceitem                |   11299 |        0 |    false | Blackberry Juice                    |      2 |        1.2 | foodBlackberryjuice,listAlljuice                                           |
| Pam's HarvestCraft   | harvestcraft:blackberrysmoothieitem             |   11529 |        0 |    false | Blackberry Smoothie                 |      3 |        1.2 | foodBlackberrysmoothie,listAllsmoothie                                     |
| Pam's HarvestCraft   | harvestcraft:blackberryyogurtitem               |   11530 |        0 |    false | Blackberry Yogurt                   |      2 |        1.2 | foodBlackberryyogurt,listAllyogurt                                         |
| Pam's HarvestCraft   | harvestcraft:blackpaellaitem                    |   11937 |        0 |    false | Black Paella                        |      7 |        1.2 | foodBlackpaella                                                            |
| Pam's HarvestCraft   | harvestcraft:blazingsoupitem                    |   11938 |        0 |    false | Blazing Soup                        |      9 |        1.2 | foodBlazingsoup                                                            |
| Pam's HarvestCraft   | harvestcraft:bltitem                            |   11358 |        0 |    false | BLT                                 |      8 |        1.2 | foodBlt                                                                    |
| Pam's HarvestCraft   | harvestcraft:blueberryitem                      |   10903 |        0 |    false | Blueberry                           |      1 |        0.6 | cropBlueberry,listAllberry,listAllfruit                                    |
| Pam's HarvestCraft   | harvestcraft:blueberryjellyitem                 |   11568 |        0 |    false | Blueberry Jelly                     |      2 |        1.2 | foodBlueberryjelly                                                         |
| Pam's HarvestCraft   | harvestcraft:blueberryjellysandwichitem         |   11569 |        0 |    false | Blueberry Jelly Sandwich            |      6 |        1.2 | foodBlueberryjellysandwich                                                 |
| Pam's HarvestCraft   | harvestcraft:blueberryjuiceitem                 |   11290 |        0 |    false | Blueberry Juice                     |      2 |        1.2 | foodBlueberryjuice,listAlljuice                                            |
| Pam's HarvestCraft   | harvestcraft:blueberrymuffinitem                |   11416 |        0 |    false | Blueberry Muffin                    |      4 |        1.2 | foodBlueberrymuffin                                                        |
| Pam's HarvestCraft   | harvestcraft:blueberrypancakesitem              |   11418 |        0 |    false | Blueberry Pancakes                  |      7 |        1.2 | foodBlueberrypancakes                                                      |
| Pam's HarvestCraft   | harvestcraft:blueberrypieitem                   |   11415 |        0 |    false | Blueberry Pie                       |      5 |        1.2 | foodBlueberrypie                                                           |
| Pam's HarvestCraft   | harvestcraft:blueberrysmoothieitem              |   11414 |        0 |    false | Blueberry Smoothie                  |      3 |        1.2 | foodBlueberrysmoothie,listAllsmoothie                                      |
| Pam's HarvestCraft   | harvestcraft:blueberryyogurtitem                |   11522 |        0 |    false | Blueberry Yogurt                    |      2 |        1.2 | foodBlueberryyogurt,listAllyogurt                                          |
| Pam's HarvestCraft   | harvestcraft:boiledeggitem                      |   11337 |        0 |    false | Boiled Egg                          |      3 |        1.2 | foodBoiledegg                                                              |
| Pam's HarvestCraft   | harvestcraft:bolognaitem                        |   12026 |        0 |    false | Bologna                             |      2 |        1.2 | foodBologna                                                                |
| Pam's HarvestCraft   | harvestcraft:bolognasandwichitem                |   12017 |        0 |    false | Bologna Sandwich                    |      9 |        1.2 | foodBolognasandwich                                                        |
| Pam's HarvestCraft   | harvestcraft:braisedonionsitem                  |   11363 |        0 |    false | Braised Onions                      |      5 |        1.2 | foodBraisedonions                                                          |
| Pam's HarvestCraft   | harvestcraft:bratwurstitem                      |   12117 |        0 |    false | Bratwurst                           |     13 |        1.2 | foodBratwurst                                                              |
| Pam's HarvestCraft   | harvestcraft:breadedporkchopitem                |   11325 |        0 |    false | Breaded Porkchop                    |      5 |        1.2 | foodBreadedporkchop                                                        |
| Pam's HarvestCraft   | harvestcraft:breadfruititem                     |   11186 |        0 |    false | Breadfruit                          |      1 |        0.6 | listAllgrain                                                               |
| Pam's HarvestCraft   | harvestcraft:breakfastburritoitem               |   12085 |        0 |    false | Breakfast Burrito                   |     10 |        1.2 | foodBreakfastburrito                                                       |
| Pam's HarvestCraft   | harvestcraft:briochebunitem                     |   11939 |        0 |    false | Brioche Bun                         |      3 |        1.2 | foodBriochebun                                                             |
| Pam's HarvestCraft   | harvestcraft:broccoliitem                       |   10965 |        0 |    false | Broccoli                            |      1 |        0.6 | cropBroccoli,listAllgreenveggie,listAllveggie                              |
| Pam's HarvestCraft   | harvestcraft:broccolimacitem                    |   11433 |        0 |    false | Broccoli Mac                        |      4 |        1.2 | foodBroccolimac                                                            |
| Pam's HarvestCraft   | harvestcraft:broccolindipitem                   |   11434 |        0 |    false | Broccoli n Dip                      |      3 |        1.2 | foodBroccolindip                                                           |
| Pam's HarvestCraft   | harvestcraft:brownieitem                        |   11470 |        0 |    false | Brownie                             |      8 |        1.2 | foodBrownie                                                                |
| Pam's HarvestCraft   | harvestcraft:brusselsproutitem                  |   10977 |        0 |    false | Brussel Sprout                      |      1 |        0.6 | cropBrusselsprout,listAllgreenveggie,listAllveggie                         |
| Pam's HarvestCraft   | harvestcraft:bubbleteaitem                      |   11898 |        0 |    false | Bubble Tea                          |      4 |        1.2 | foodBubbletea                                                              |
| Pam's HarvestCraft   | harvestcraft:bulgogiitem                        |   11886 |        0 |    false | Bulgogi                             |      7 |        1.2 | foodBulgogi                                                                |
| Pam's HarvestCraft   | harvestcraft:buttercookieitem                   |   11847 |        0 |    false | Butter Cookie                       |      6 |        1.2 | foodButtercookie,listAllcookie                                             |
| Pam's HarvestCraft   | harvestcraft:butteredpotatoitem                 |   11314 |        0 |    false | Buttered Potato                     |      4 |        1.2 | foodButteredpotato                                                         |
| Pam's HarvestCraft   | harvestcraft:buttertartitem                     |   12095 |        0 |    false | Butter Tart                         |     10 |        1.2 | foodButtertart                                                             |
| Pam's HarvestCraft   | harvestcraft:cabbageitem                        |   10979 |        0 |    false | Cabbage                             |      1 |        0.6 | cropCabbage,listAllgreenveggie,listAllveggie                               |
| Pam's HarvestCraft   | harvestcraft:cactusfruititem                    |   10911 |        0 |    false | Cactus Fruit                        |      1 |        0.6 | cropCactusfruit,listAllfruit                                               |
| Pam's HarvestCraft   | harvestcraft:cactusfruitjuiceitem               |   11303 |        0 |    false | Cactus Fruit Juice                  |      2 |        1.2 | foodCactusfruitjuice,listAlljuice                                          |
| Pam's HarvestCraft   | harvestcraft:cactussoupitem                     |   11512 |        0 |    false | Cactus Soup                         |      3 |        1.2 | foodCactussoup                                                             |
| Pam's HarvestCraft   | harvestcraft:calamaricookeditem                 |   11255 |        0 |    false | Cooked Calamari                     |      2 |        1.2 | foodCalamaricooked,listAllfishcooked                                       |
| Pam's HarvestCraft   | harvestcraft:calamarirawitem                    |   11254 |        0 |    false | Raw Calamari                        |      1 |        0.6 | foodCalamariraw,listAllfishfresh,listAllfishraw                            |
| Pam's HarvestCraft   | harvestcraft:californiarollitem                 |   11673 |        0 |    false | California Roll                     |      6 |        1.2 | foodCaliforniaroll                                                         |
| Pam's HarvestCraft   | harvestcraft:candiedgingeritem                  |   11448 |        0 |    false | Candied Ginger                      |      2 |        1.2 | foodCandiedginger                                                          |
| Pam's HarvestCraft   | harvestcraft:candiedlemonitem                   |   11412 |        0 |    false | Candied Lemon                       |      2 |        1.2 | foodCandiedlemon                                                           |
| Pam's HarvestCraft   | harvestcraft:candiedpecansitem                  |   11909 |        0 |    false | Candied Pecans                      |      3 |        1.2 | foodCandiedpecans                                                          |
| Pam's HarvestCraft   | harvestcraft:candiedsweetpotatoesitem           |   11437 |        0 |    false | Candied Sweet Potatoes              |      3 |        1.2 | foodCandiedsweetpotatoes                                                   |
| Pam's HarvestCraft   | harvestcraft:candiedwalnutsitem                 |   11469 |        0 |    false | Candied Walnuts                     |      4 |        1.2 | foodCandiedwalnuts                                                         |
| Pam's HarvestCraft   | harvestcraft:candleberryitem                    |   10905 |        0 |    false | Candleberry                         |      1 |        0.6 | cropCandle,cropCandleberry                                                 |
| Pam's HarvestCraft   | harvestcraft:cantaloupeitem                     |   10925 |        0 |    false | Cantaloupe                          |      1 |        0.6 | cropCantaloupe,listAllfruit                                                |
| Pam's HarvestCraft   | harvestcraft:cantonesegreensitem                |   11926 |        0 |    false | Cantonese Greens                    |      2 |        1.2 | foodCantonesegreens                                                        |
| Pam's HarvestCraft   | harvestcraft:cantonesenoodlesitem               |   12089 |        0 |    false | Cantonese Noodles                   |     10 |        1.2 | foodCantonesenoodles                                                       |
| Pam's HarvestCraft   | harvestcraft:caramelappleitem                   |   11269 |        0 |    false | Caramel Apple                       |      3 |        1.2 | foodCaramelapple                                                           |
| Pam's HarvestCraft   | harvestcraft:caramelcupcakeitem                 |   11973 |        0 |    false | Caramel Cupcake                     |      8 |        1.2 | foodCaramelcupcake                                                         |
| Pam's HarvestCraft   | harvestcraft:caramelicecreamitem                |   11607 |        0 |    false | Caramel Ice Cream                   |      4 |        1.2 | foodCaramelicecream                                                        |
| Pam's HarvestCraft   | harvestcraft:caramelitem                        |   11339 |        0 |    false | Caramel                             |      1 |        1.2 | foodCaramel                                                                |
| Pam's HarvestCraft   | harvestcraft:carprawitem                        |   12177 |        0 |    false | Raw Carp                            |      1 |        0.6 | foodCarpraw,listAllfishfresh,listAllfishraw                                |
| Pam's HarvestCraft   | harvestcraft:carrotcupcakeitem                  |   11964 |        0 |    false | Carrot Cupcake                      |      8 |        1.2 | foodCarrotcupcake                                                          |
| Pam's HarvestCraft   | harvestcraft:carrotjuiceitem                    |   11287 |        0 |    false | Carrot Juice                        |      2 |        1.2 | foodCarrotjuice,listAlljuice                                               |
| Pam's HarvestCraft   | harvestcraft:carrotsoupitem                     |   11312 |        0 |    false | Carrot Soup                         |      4 |        1.2 | foodCarrotsoup                                                             |
| Pam's HarvestCraft   | harvestcraft:cashewbutteritem                   |   11735 |        0 |    false | Cashew Butter                       |      1 |        1.2 | foodCashewbutter,listAllnutbutter                                          |
| Pam's HarvestCraft   | harvestcraft:cashewchickenitem                  |   11629 |        0 |    false | Cashew Chicken                      |      5 |        1.2 | foodCashewchicken                                                          |
| Pam's HarvestCraft   | harvestcraft:cashewitem                         |   11114 |        0 |    false | Cashew                              |      1 |        0.6 | cropCashew,listAllnut                                                      |
| Pam's HarvestCraft   | harvestcraft:cassavaitem                        |   11031 |        0 |    false | Cassava                             |      1 |        0.6 | cropCassava,listAllveggie                                                  |
| Pam's HarvestCraft   | harvestcraft:cassouletitem                      |   12116 |        0 |    false | Cassoulet                           |     13 |        1.2 | foodCassoulet                                                              |
| Pam's HarvestCraft   | harvestcraft:catfishrawitem                     |   12178 |        0 |    false | Raw Catfish                         |      1 |        0.6 | foodCatfishraw,listAllfishfresh,listAllfishraw                             |
| Pam's HarvestCraft   | harvestcraft:caulifloweritem                    |   10967 |        0 |    false | Cauliflower                         |      1 |        0.6 | cropCauliflower,listAllveggie                                              |
| Pam's HarvestCraft   | harvestcraft:ceasarsaladitem                    |   11682 |        0 |    false | Caesar Salad                        |      9 |        1.2 | foodCeasarsalad                                                            |
| Pam's HarvestCraft   | harvestcraft:celeryandpeanutbutteritem          |   11458 |        0 |    false | Celery and Peanut Butter            |      2 |        1.2 | foodCeleryandpeanutbutter                                                  |
| Pam's HarvestCraft   | harvestcraft:celeryitem                         |   10951 |        0 |    false | Celery                              |      1 |        0.6 | cropCelery,listAllgreenveggie,listAllveggie                                |
| Pam's HarvestCraft   | harvestcraft:celerysoupitem                     |   11461 |        0 |    false | Celery Soup                         |      5 |        1.2 | foodCelerysoup                                                             |
| Pam's HarvestCraft   | harvestcraft:cevicheitem                        |   11915 |        0 |    false | Ceviche                             |      7 |        1.2 | foodCeviche                                                                |
| Pam's HarvestCraft   | harvestcraft:chaiteaitem                        |   11425 |        0 |    false | Chai Tea                            |      3 |        1.2 | foodChaitea                                                                |
| Pam's HarvestCraft   | harvestcraft:chaoscookieitem                    |   11683 |        0 |    false | Chaos Cookie                        |      3 |        1.2 | foodChaoscookie,listAllcookie                                              |
| Pam's HarvestCraft   | harvestcraft:charrrawitem                       |   12179 |        0 |    false | Raw Charr                           |      1 |        0.6 | foodCharrraw,listAllfishfresh,listAllfishraw                               |
| Pam's HarvestCraft   | harvestcraft:charsiuitem                        |   11801 |        0 |    false | Char Siu                            |      8 |        1.2 | foodCharsiu                                                                |
| Pam's HarvestCraft   | harvestcraft:cheddarandsourcreampotatochipsitem |   11852 |        0 |    false | Cheddar and Sour Cream Potato Chips |      6 |        1.2 | foodCheddarandsourcreampotatochips                                         |
| Pam's HarvestCraft   | harvestcraft:cheeseburgeritem                   |   11329 |        0 |    false | Cheeseburger                        |      8 |        1.2 | foodCheeseburger                                                           |
| Pam's HarvestCraft   | harvestcraft:cheesedanishitem                   |   12024 |        0 |    false | Cheese Danish                       |      6 |        1.2 | foodCheesedanish                                                           |
| Pam's HarvestCraft   | harvestcraft:cheeseitem                         |   11264 |        0 |    false | Cheese                              |      2 |        1.2 | foodCheese                                                                 |
| Pam's HarvestCraft   | harvestcraft:cheeseontoastitem                  |   11780 |        0 |    false | Cheese on Toast                     |      6 |        1.2 | foodCheeseontoast                                                          |
| Pam's HarvestCraft   | harvestcraft:cheesesteakitem                    |   12093 |        0 |    false | Cheesesteak                         |     10 |        1.2 | foodCheesesteak                                                            |
| Pam's HarvestCraft   | harvestcraft:cheesyshrimpquinoaitem             |   11885 |        0 |    false | Cheesy Shrimp Quinoa                |      9 |        1.2 | foodCheesyshrimpquinoa                                                     |
| Pam's HarvestCraft   | harvestcraft:cheezepuffsitem                    |   11855 |        0 |    false | Cheeze Puffs                        |      4 |        1.2 | foodCheezepuffs                                                            |
| Pam's HarvestCraft   | harvestcraft:cherrycoconutchocolatebaritem      |   11677 |        0 |    false | Cherry Coconut Chocolate Bar        |      4 |        1.2 | foodCherrycoconutchocolatebar                                              |
| Pam's HarvestCraft   | harvestcraft:cherryicecreamitem                 |   11730 |        0 |    false | Cherry Ice Cream                    |      4 |        1.2 | foodCherryicecream                                                         |
| Pam's HarvestCraft   | harvestcraft:cherryitem                         |   11074 |        0 |    false | Cherry                              |      1 |        0.6 | cropCherry,listAllfruit                                                    |
| Pam's HarvestCraft   | harvestcraft:cherryjellyitem                    |   11570 |        0 |    false | Cherry Jelly                        |      2 |        1.2 | foodCherryjelly                                                            |
| Pam's HarvestCraft   | harvestcraft:cherryjellysandwichitem            |   11571 |        0 |    false | Cherry Jelly Sandwich               |      6 |        1.2 | foodCherryjellysandwich                                                    |
| Pam's HarvestCraft   | harvestcraft:cherryjuiceitem                    |   11291 |        0 |    false | Cherry Juice                        |      2 |        1.2 | foodCherryjuice,listAlljuice                                               |
| Pam's HarvestCraft   | harvestcraft:cherrypieitem                      |   11419 |        0 |    false | Cherry Pie                          |      5 |        1.2 | foodCherrypie                                                              |
| Pam's HarvestCraft   | harvestcraft:cherryslushieitem                  |   11974 |        0 |    false | Cherry Slushie                      |      3 |        1.2 | foodCherryslushie                                                          |
| Pam's HarvestCraft   | harvestcraft:cherrysmoothieitem                 |   11421 |        0 |    false | Cherry Smoothie                     |      3 |        1.2 | foodCherrysmoothie,listAllsmoothie                                         |
| Pam's HarvestCraft   | harvestcraft:cherrysodaitem                     |   11599 |        0 |    false | Cherry Soda                         |      3 |        1.2 | foodCherrysoda,listAllsoda                                                 |
| Pam's HarvestCraft   | harvestcraft:cherryyogurtitem                   |   11524 |        0 |    false | Cherry Yogurt                       |      2 |        1.2 | foodCherryyogurt,listAllyogurt                                             |
| Pam's HarvestCraft   | harvestcraft:chestnutbutteritem                 |   11736 |        0 |    false | Chestnut Butter                     |      1 |        1.2 | foodChestnutbutter,listAllnutbutter                                        |
